Varia por patamar?      ,    0,Unidade ,   m3/s,     4,     1,  2037,
Varia por serie?        ,    0
# de agentes            ,   16
Estg,Ser.,Pat.,PoR U1      ,Elf RapidsU1,GR U1       ,McA U1      ,DR U1       ,CF U1       ,TalR U1     ,MadridU1    ,TF U1       ,Tor U1      ,Ath U1 E    ,Ath U2 R    ,ES U1 E     ,ES U2 R     ,NeF U1 E    ,NeF U2 R    
  35,   1,   1,   631.19989,   632.07996,   629.21143,   629.87152,   630.97162,   632.07861,   342.57776,   636.00000,   996.00000,  1229.46936,  2567.80859,     0.00000,  1750.00000,     0.00000,  1000.00000,     0.00000
  36,   1,   1,   632.29999,   631.41992,   634.50848,   633.84839,   632.96826,   635.11694,   710.43085,  1543.42603,   996.00000,  2429.28345,   911.66809,     0.00000,  1000.00000,     0.00000,  1750.00000,     0.00000
  37,   1,   1,   632.29999,   631.19165,   630.31152,   632.07996,   631.85583,   631.35736,   253.00000,   636.00000,   996.00000,  1156.17017,  2467.26025,     0.00000,   416.82407,     0.00000,  1000.00000,     0.00000
  38,   1,   1,   632.29999,   633.40839,   635.16852,   632.29999,   633.29834,   633.07556,   710.40582,   636.00000,   996.00000,  1356.02075,  1214.92639,     0.00000,   991.35205,     0.00000,  1000.00000,     0.00000
  39,   1,   1,   633.40009,   631.41168,   629.21143,   632.29999,   631.19165,   631.30646,     0.00000,   636.00000,   996.00000,  1381.34351,   930.37360,     0.00000,  2500.00000,     0.00000,  1000.00000,     0.00000
  40,   1,   1,   631.19989,   634.06842,   632.29999,   632.29999,   632.29999,   633.68268,   710.41595,  1441.28369,   996.00000,  2646.98926,   873.70709,     0.00000,   944.11932,     0.00000,  1750.00000,     0.00000
  41,   1,   1,   632.29999,   631.41992,   633.40839,   632.29999,   632.29999,   632.24500,     0.00000,   636.00000,   996.00000,  1229.03992,  4140.00000,     0.00000,   415.94550,     0.00000,  1000.00000,     0.00000
  42,   1,   1,   632.29999,   631.19165,   631.19165,   632.29999,   632.29999,   630.64020,   255.88692,   968.91638,   996.00000,  1255.95459,  4591.37402,     0.00000,  4137.79541,     0.00000,  1000.00000,     0.00000
  43,   1,   1,   632.29999,   632.29999,   634.50848,   632.29999,   633.40833,   633.40564,  1437.07227,  2253.16870,  1097.81946,  3420.28857,  4833.02783,     0.00000,  4641.30469,     0.00000,  4508.34668,     0.00000
  44,   1,   1,   632.29999,   632.29999,   630.09155,   632.52002,   631.30170,   631.19440,  1437.07227,  2252.06494,  1098.26160,  3420.72852,  4839.85742,     0.00000,  4741.29834,     0.00000,  4492.80225,     0.00000
  45,   1,   1,   633.40009,   632.52002,   634.13910,   636.49969,   635.61816,   632.85419,  1437.07227,  2296.08740,  1098.70532,  3982.80005,  4839.85742,     0.00000,  4741.29834,     0.00000,  5142.49072,     0.00000
  46,   1,   1,   632.29999,   634.28845,   633.76947,   632.29999,   634.39984,   633.46063,  1437.07227,  2296.02246,  1112.29944,  3982.80005,  4839.85742,     0.00000,  4741.29834,     0.00000,  5142.49072,     0.00000
  47,   1,   1,   631.19989,   630.97162,   632.07996,   628.76038,   629.42188,   632.35431,  1117.72290,  2248.67773,   996.00000,  1276.80811,   414.18027,     0.00000,  3956.32227,     0.00000,  4287.90918,     0.00000
  48,   1,   1,   632.29999,   632.52826,   630.83490,   633.84839,   632.41272,   636.11462,     0.00000,  2199.60010,   996.00000,  1716.99817,  2824.93530,     0.00000,  1750.00000,     0.00000,  3726.87573,     0.00000
  49,   1,   1,   632.29999,   632.29999,   630.67657,   632.96008,   633.40424,   631.91083,     0.00000,  1989.70081,   996.00000,  1658.81348,  2500.00000,     0.00000,  2500.00000,     0.00000,  2500.00000,     0.00000
  50,   1,   1,   632.29999,   632.29999,   634.50848,   631.41992,   632.19000,   629.81171,     0.00000,   636.00000,   996.00000,  1684.84741,  1750.00000,     0.00000,  2500.00000,     0.00000,  2500.00000,     0.00000
  51,   1,   1,   632.29999,   631.19165,   630.31152,   630.31152,   629.75739,   632.90851,     0.00000,   636.00000,   996.00000,  1691.20679,  1750.00000,     0.00000,  2500.00000,     0.00000,  2500.00000,     0.00000
  52,   1,   1,   633.40009,   633.62836,   635.16852,   636.39075,   634.45947,   633.90271,     0.00000,   636.00000,   996.00000,  3756.65723,  2499.00000,     0.00000,   414.07956,     0.00000,  1170.39893,     0.00000
  53,   1,   1,   631.19989,   631.85168,   630.31982,   630.64215,   632.40814,   629.86810,     0.00000,   636.00000,   844.51270,   569.00000,  2496.00000,     0.00000,  2500.00000,     0.00000,  2500.00000,     0.00000
  54,   1,   1,   632.29999,   631.41992,   631.19165,   629.64709,   630.14459,   632.10846,     0.00000,   636.00000,   996.00000,  1080.09375,  2500.00000,     0.00000,  2500.00000,     0.00000,  1750.00000,     0.00000
  55,   1,   1,   633.40009,   632.52002,   632.29999,   632.29999,   630.97357,   633.43378,     0.00000,   636.00000,   996.00000,  1305.55420,  2500.00000,     0.00000,  2500.00000,     0.00000,  2500.00000,     0.00000
  56,   1,   1,   632.29999,   634.28845,   633.40009,   632.29999,   633.40833,   632.38196,     0.00000,  1246.21277,   996.00000,  2063.95361,  1750.00000,     0.00000,  2506.39990,     0.00000,  2500.00000,     0.00000
  57,   1,   1,   632.29999,   631.19165,   631.41992,   632.52002,   631.30170,   629.45349,   502.16876,   636.00000,   996.00000,  1310.24634,  2500.00000,     0.00000,  2500.00000,     0.00000,  2500.00000,     0.00000
  58,   1,   1,   632.29999,   633.40839,   635.38855,   635.16852,   634.95264,   633.29657,     0.00000,   905.32953,   996.00000,  1669.78943,  2500.00000,     0.00000,  1750.00000,     0.00000,  2700.49683,     0.00000
  59,   1,   1,   631.19989,   632.07996,   629.87152,   629.21143,   631.08167,   631.24939,     0.00000,   636.00000,   996.00000,  1321.03125,  2500.00000,     0.00000,  2500.00000,     0.00000,  2500.00000,     0.00000
  60,   1,   1,   632.29999,   631.41992,   633.04047,   634.50848,   632.96826,   634.23273,     0.00000,   636.00000,   996.00000,  2056.05420,  1840.45349,     0.00000,  2500.00000,     0.00000,  2625.06836,     0.00000
  61,   1,   1,   633.40009,   631.41168,   632.30096,   630.31152,   631.30170,   631.91150,     0.00000,   967.88843,   996.00000,  1318.14575,  1000.00000,     0.00000,  2500.00000,     0.00000,  1750.00000,     0.00000
  62,   1,   1,   631.19989,   634.06842,   632.88696,   635.16852,   633.84839,   633.13055,   710.45490,   664.28632,   996.00000,  2163.32861,  1000.00000,     0.00000,   414.87512,     0.00000,  2120.95605,     0.00000
  63,   1,   1,   632.29999,   630.31152,   630.09155,   629.21143,   631.08167,   631.02936,   701.27991,   636.00000,   996.00000,  1308.18933,  1000.00000,     0.00000,  2500.00000,     0.00000,  1000.00000,     0.00000
  64,   1,   1,   632.29999,   632.29999,   633.62836,   632.29999,   630.75574,   632.57501,     0.00000,   636.00000,  1094.91199,  1457.18201,  1000.00000,     0.00000,  2500.00000,     0.00000,  1750.00000,     0.00000
  65,   1,   1,   632.29999,   633.40839,   631.85168,   633.40839,   633.96252,   633.57062,     0.00000,   636.00000,  1102.85559,  2867.93726,  1750.00000,     0.00000,   647.53729,     0.00000,  1750.00000,     0.00000
  66,   1,   1,   632.29999,   631.19165,   631.41992,   631.19165,   631.19165,   629.81305,     0.00000,   636.00000,  1103.35571,  2074.42773,  2500.00000,     0.00000,  2500.00000,     0.00000,  1000.00000,     0.00000
  67,   1,   1,   632.29999,   633.40839,   632.52002,   634.50848,   633.95837,   632.35913,  1437.07227,  2271.72241,  1103.85791,  3982.80005,  4140.00000,     0.00000,  4020.37256,     0.00000,  4660.00000,     0.00000
  68,   1,   1,   632.29999,   631.19165,   635.38855,   630.09155,   632.29999,   632.57709,  1437.07227,  2295.95898,  1104.36194,  3982.80005,  4140.00000,     0.00000,  4045.75830,     0.00000,  4660.00000,     0.00000
  69,   1,   1,   632.29999,   633.40839,   631.19165,   634.13910,   632.11536,   632.57501,  1437.07227,  2247.56543,  1104.86804,  3982.80005,  4140.00000,     0.00000,  4074.79468,     0.00000,  4660.00000,     0.00000
  70,   1,   1,   633.40009,   632.52002,   633.40839,   634.88055,   634.50983,   634.23480,  1437.07227,  2295.80469,  1105.37610,  3982.80005,  4140.00000,     0.00000,  4089.10889,     0.00000,  4660.00000,     0.00000
  71,   1,   1,   631.19989,   632.96008,   632.07996,   630.96887,   632.92474,   632.20764,   709.95026,   636.00000,  1105.88599,  3507.20752,  2500.00000,     0.00000,  2500.00000,     0.00000,  1000.00000,     0.00000
  72,   1,   1,   632.29999,   631.41992,   631.41992,   630.83490,   630.90186,   633.31256,     0.00000,   636.00000,  1106.39795,  1240.16980,  1750.00000,     0.00000,  2500.00000,     0.00000,  2714.74951,     0.00000
  73,   1,   1,   632.29999,   631.19165,   630.82666,   630.67657,   629.64740,   632.61169,     0.00000,   636.00000,  1087.84949,  1255.84436,  2500.00000,     0.00000,   417.92694,     0.00000,  2500.00000,     0.00000
  74,   1,   1,   632.29999,   633.40839,   634.65344,   634.50848,   633.70087,   633.01892,   710.01477,   636.00000,  1107.35388,  1582.07153,  1000.00000,     0.00000,   414.07956,     0.00000,  1000.00000,     0.00000
  75,   1,   1,   632.29999,   631.19165,   629.21143,   630.31152,   631.30170,   629.16901,   253.00000,   636.00000,   996.00000,  1262.33801,  1000.00000,     0.00000,  2500.00000,     0.00000,   793.57397,     0.00000
  76,   1,   1,   632.29999,   632.29999,   632.81250,   635.16852,   633.84839,   632.77972,     0.00000,   636.00000,  1107.95728,  2769.42480,  1316.90247,     0.00000,   415.90762,     0.00000,  1000.00000,     0.00000
  77,   1,   1,   632.29999,   632.29999,   633.40759,   630.31982,   632.74414,   632.50128,     0.00000,   636.00000,  1108.47729,  1315.23474,   342.00000,     0.00000,   414.38132,     0.00000,  1000.00000,     0.00000
  78,   1,   1,   632.29999,   632.29999,   630.67993,   631.19165,   630.75574,   632.57501,     0.00000,   636.00000,  1108.99927,  1320.23792,   342.00000,     0.00000,   414.53397,     0.00000,  1000.00000,     0.00000
  79,   1,   1,   633.40009,   632.52002,   634.50848,   632.29999,   631.74585,   633.29626,     0.00000,   636.00000,  1109.52332,  1765.99316,  1750.00000,     0.00000,   414.07956,     0.00000,  1000.00000,     0.00000
  80,   1,   1,   631.19989,   634.06842,   630.09155,   633.40009,   631.74170,   630.64435,     0.00000,   636.00000,  1110.04932,  1243.05518,  1000.00000,     0.00000,  2500.00000,     0.00000,   794.80457,     0.00000
  81,   1,   1,   633.40009,   631.63995,   634.50848,   631.41992,   633.51837,   632.35638,     0.00000,   636.00000,  1110.57751,  1934.04346,  1750.00000,     0.00000,  2500.00000,     0.00000,  1750.00000,     0.00000
  82,   1,   1,   631.19989,   632.96008,   631.41992,   635.38855,   632.29590,   630.63818,   253.00000,   636.00000,  1089.71948,  1244.80786,  1000.00000,     0.00000,  2500.00000,     0.00000,   790.01910,     0.00000
  83,   1,   1,   632.29999,   631.41992,   632.96008,   629.87152,   632.63000,   632.63000,   253.00000,   636.00000,  1111.55688,  1252.50623,  1000.00000,     0.00000,   419.59650,     0.00000,  1750.00000,     0.00000
  84,   1,   1,   633.40009,   631.41168,   631.41992,   633.04047,   631.45599,   634.01276,   253.00000,   636.00000,  1112.09082,  1371.79724,  2500.00000,     0.00000,  2500.00000,     0.00000,  1000.00000,     0.00000
  85,   1,   1,   631.19989,   634.06842,   631.19165,   632.30096,   632.67072,   632.46295,   253.00000,   636.00000,  1112.29944,  1334.00806,  1000.00000,     0.00000,  2500.00000,     0.00000,  2466.90796,     0.00000
  86,   1,   1,   632.29999,   630.31152,   633.40839,   632.88696,   633.70227,   630.93738,   253.00000,   636.00000,  1112.29944,  1277.73596,  1000.00000,     0.00000,  2500.00000,     0.00000,  2500.00000,     0.00000
  87,   1,   1,   632.29999,   632.29999,   631.19165,   630.09155,   630.38092,   632.06335,   253.00000,   636.00000,  1112.29944,  1284.59265,  1000.00000,     0.00000,   424.80176,     0.00000,  1750.00000,     0.00000
  88,   1,   1,   632.29999,   632.29999,   632.29999,   633.62836,   631.85999,   634.29211,   710.43140,  1467.25012,  1112.29944,  2743.81714,  1750.00000,     0.00000,   423.23404,     0.00000,  1750.00000,     0.00000
  89,   1,   1,   632.29999,   633.40839,   632.29999,   631.85168,   632.74005,   632.04163,   710.38715,  1048.23743,  1112.29944,  1770.13330,  1256.86511,     0.00000,  2500.00000,     0.00000,  1225.90759,     0.00000
  90,   1,   1,   632.29999,   631.19165,   632.29999,   631.41992,   631.63580,   630.01483,   710.34290,   636.00000,  1112.29944,  1952.87109,  1750.00000,     0.00000,  2500.00000,     0.00000,   788.96790,     0.00000
  91,   1,   1,   632.29999,   632.29999,   632.52002,   632.52002,   631.96997,   632.29999,   710.29865,  2250.51147,  1112.29944,  3402.03833,  3983.23145,     0.00000,  2583.85352,     0.00000,  4466.42969,     0.00000
  92,   1,   1,   633.40009,   633.62836,   635.16852,   636.49969,   635.61816,   633.29352,  1323.98828,  2249.40991,  1112.29944,  3982.80005,  4140.00000,     0.00000,  3667.52637,     0.00000,  2500.00000,     0.00000
  93,   1,   1,   631.19989,   632.96008,   631.05463,   630.08051,   633.29010,   631.80292,     0.00000,  2248.30933,  1112.29944,  3778.55493,  3978.22070,     0.00000,  3648.72095,     0.00000,  4429.91602,     0.00000
  94,   1,   1,   632.29999,   630.31152,   633.54541,   633.40839,   631.74445,   633.79407,     0.00000,  2247.20996,  1112.29944,  3854.02612,  3976.83105,     0.00000,  3674.36768,     0.00000,  4373.38574,     0.00000
  95,   1,   1,   632.29999,   633.40839,   631.41992,   632.07996,   632.74414,   634.45416,     0.00000,  2246.11133,  1112.29944,  3363.99072,  1000.00000,     0.00000,  2500.00000,     0.00000,  1750.00000,     0.00000
  96,   1,   1,   632.29999,   631.19165,   630.31152,   631.41992,   631.74994,   632.51727,     0.00000,  2245.01367,  1112.29944,  2191.07129,  1000.00000,     0.00000,  2406.17358,     0.00000,  1301.35449,     0.00000
  97,   1,   1,   632.29999,   633.40839,   635.16852,   630.82666,   631.12329,   632.24432,   710.34241,   778.31342,  1112.29944,  1256.99219,   342.00000,     0.00000,  1750.00000,     0.00000,  2500.00000,     0.00000
  98,   1,   1,   632.29999,   631.19165,   629.21143,   634.65344,   631.63171,   631.14142,   253.00000,   636.00000,   332.00000,  1263.63062,  2500.00000,     0.00000,   428.21829,     0.00000,  1000.00000,     0.00000
  99,   1,   1,   632.29999,   632.29999,   632.29999,   629.21143,   631.93243,   632.54224,   253.00000,   636.00000,   461.12872,  1668.80603,  3049.60278,     0.00000,   423.50891,     0.00000,  1000.00000,     0.00000
 100,   1,   1,   632.29999,   632.29999,   632.29999,   632.81250,   631.01196,   630.27191,   253.00000,   636.00000,   349.06665,  1686.13110,  1339.04700,     0.00000,   418.57889,     0.00000,  1000.00000,     0.00000
 101,   1,   1,   632.29999,   632.29999,   633.91937,   633.40759,   634.21838,   632.88770,   253.00000,   636.00000,   596.78027,  1950.64697,  1000.00000,     0.00000,   416.73627,     0.00000,  1000.00000,     0.00000
 102,   1,   1,   632.29999,   632.29999,   630.68060,   630.67993,   630.93542,   630.36658,     0.00000,   636.00000,   332.00000,  1262.63306,  1000.00000,     0.00000,   415.47470,     0.00000,  1000.00000,     0.00000
 103,   1,   1,   632.29999,   632.29999,   632.29999,   634.50848,   632.59418,   632.61517,   253.00000,   636.00000,   996.00000,  1687.09998,  1303.36475,     0.00000,   414.07956,     0.00000,   794.20123,     0.00000
 104,   1,   1,   633.40009,   632.52002,   633.62836,   630.09155,   633.40833,   633.68250,   444.06308,   636.00000,   996.00000,  1687.09998,   721.04071,     0.00000,  1750.00000,     0.00000,  1000.00000,     0.00000
 105,   1,   1,   632.29999,   634.28845,   634.06018,   634.50848,   632.29999,   631.76483,   429.35349,   636.00000,   996.00000,  2347.36743,  1000.00000,     0.00000,  1000.00000,     0.00000,  1000.00000,     0.00000
 106,   1,   1,   632.29999,   632.29999,   629.21143,   631.41992,   631.85583,   631.89563,   253.00000,   636.00000,   445.65442,  1239.57544,  1000.00000,     0.00000,   414.50137,     0.00000,  1750.00000,     0.00000
 107,   1,   1,   631.19989,   632.07996,   634.50848,   632.96008,   633.29834,   633.95978,   253.00000,   636.00000,   996.00000,  1729.09534,  1971.84412,     0.00000,  1000.00000,     0.00000,  1000.00000,     0.00000
 108,   1,   1,   632.29999,   630.31152,   630.09155,   631.41992,   631.08167,   630.97229,   253.00000,   636.00000,   332.00000,  1251.64233,  1910.16443,     0.00000,  2500.00000,     0.00000,  1000.00000,     0.00000
 109,   1,   1,   632.29999,   632.29999,   633.91937,   631.19165,   631.30579,   632.57709,   253.00000,   636.00000,   433.81073,  1685.87866,  1805.72693,     0.00000,  1750.00000,     0.00000,  1000.00000,     0.00000
 110,   1,   1,   632.29999,   633.40839,   630.68060,   633.40839,   632.29999,   632.19000,   328.29242,   636.00000,   996.00000,  1687.09998,   489.98422,     0.00000,  1750.00000,     0.00000,  1750.00000,     0.00000
 111,   1,   1,   632.29999,   632.29999,   632.29999,   631.19165,   633.40833,   632.29932,   710.52191,   636.00000,   996.00000,  1708.71558,  1044.80701,     0.00000,   414.97552,     0.00000,  1750.00000,     0.00000
 112,   1,   1,   632.29999,   631.19165,   632.29999,   632.29999,   630.63751,   630.69727,   253.00000,   636.00000,   697.35120,  1665.48450,  1000.00000,     0.00000,  2500.00000,     0.00000,  1000.00000,     0.00000
 113,   1,   1,   632.29999,   632.29999,   632.29999,   632.29999,   633.40833,   633.95978,   539.52423,   636.00000,   996.00000,  1687.09998,  2247.69287,     0.00000,   416.32663,     0.00000,  1750.00000,     0.00000
 114,   1,   1,   632.29999,   632.29999,   632.29999,   632.29999,   631.19165,   630.91730,     0.00000,   636.00000,   859.15631,  1687.09998,  2145.28516,     0.00000,  2500.00000,     0.00000,  1000.00000,     0.00000
 115,   1,   1,   632.29999,   632.29999,   632.29999,   632.52002,   633.51837,   633.12854,   710.53070,  1161.56665,   996.00000,  2052.44141,  4025.29956,     0.00000,  3910.64160,     0.00000,  4313.88965,     0.00000
 116,   1,   1,   632.29999,   632.29999,   632.52002,   635.16852,   633.84430,   632.29999,   710.48645,   719.03333,   996.00000,  2893.04126,  4011.61108,     0.00000,  3919.44214,     0.00000,  4024.80005,     0.00000
 117,   1,   1,   632.29999,   633.40839,   635.38855,   631.05463,   632.00323,   631.24939,   710.44220,   893.18372,   996.00000,  3123.88770,  4003.48193,     0.00000,  3388.72534,     0.00000,  4269.29102,     0.00000
 118,   1,   1,   633.40009,   632.52002,   632.29999,   633.54541,   632.29999,   634.78693,   710.39795,   636.00000,   996.00000,  3347.43457,  3997.15576,     0.00000,  3440.95044,     0.00000,  4205.90430,     0.00000
 119,   1,   1,   631.19989,   632.96008,   632.07996,   631.41992,   633.59100,   632.92377,     0.00000,   636.00000,   996.00000,  1992.63672,  1000.00000,     0.00000,  2685.54956,     0.00000,  1098.67957,     0.00000
 120,   1,   1,   632.29999,   630.31152,   629.21143,   630.31152,   629.75739,   631.04602,     0.00000,   636.00000,   538.78284,  1262.17920,  1000.00000,     0.00000,   414.31946,     0.00000,  2500.00000,     0.00000
 121,   1,   1,   632.29999,   632.29999,   633.40009,   635.16852,   633.84839,   634.05109,   710.46240,   636.00000,   996.00000,  1770.13330,  3083.19849,     0.00000,  1750.00000,     0.00000,   823.82684,     0.00000
 122,   1,   1,   632.29999,   632.29999,   632.82074,   629.21143,   632.19000,   631.67419,   710.41815,   636.00000,   996.00000,  1604.06665,  2375.23999,     0.00000,  2500.00000,     0.00000,  1000.00000,     0.00000
 123,   1,   1,   632.29999,   632.29999,   632.30066,   632.29999,   630.75574,   630.69727,   710.37390,   636.00000,   996.00000,  1687.09998,  1115.44055,     0.00000,  2500.00000,     0.00000,  1000.00000,     0.00000
 124,   1,   1,   632.29999,   632.29999,   631.19312,   632.29999,   631.19165,   634.12482,     0.00000,   636.00000,   996.00000,  1817.41687,  1268.96118,     0.00000,   999.25000,     0.00000,  1121.24219,     0.00000
