Varia por patamar?      ,    0,Unidade ,      m,     4,     1,  2037,
Varia por serie?        ,    0
# de agentes            ,   16
Estg,Ser.,Pat.,Point Rapids,Elf Rapids  ,Giant Rapids,McArthur    ,Dog Rapids  ,Cat Falls   ,London      ,Tall Rapids ,Madrid      ,Tin Falls   ,Toronto     ,Athens      ,EastSpruce  ,New Falls   ,Edmonton    ,Moscow      
 130,   1,   1,   299.10001,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70782,   253.96237,   184.34877,   233.95416,   158.98102,   140.96373,   110.13040,    85.16132,   168.50000,   258.47000
 131,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70775,   253.96298,   184.34877,   233.95323,   159.00000,   140.94945,   110.10526,    85.16639,   168.50000,   258.47000
 132,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70778,   253.96248,   184.34763,   233.95230,   158.99944,   140.95340,   110.01505,    85.19676,   168.50000,   258.47000
 133,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70781,   253.96199,   184.34857,   233.95137,   158.96562,   140.95456,   110.10838,    85.27989,   168.50000,   258.47000
 134,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70773,   253.96260,   184.34729,   233.95044,   158.98505,   140.95592,   110.11732,    85.14630,   168.50000,   258.47000
 135,   1,   1,   299.10001,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70767,   253.96320,   184.34877,   233.94951,   159.00000,   140.95146,   110.05479,    85.16519,   168.50000,   258.47000
 136,   1,   1,   299.10001,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70770,   253.96271,   184.34877,   233.94858,   159.00000,   140.94786,   110.17815,    85.20907,   168.50000,   258.47000
 137,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70773,   253.96222,   184.34877,   233.94765,   158.99908,   140.92397,   110.33700,    85.20541,   168.50000,   258.47000
 138,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70766,   253.96281,   184.34877,   233.95978,   159.00000,   140.89693,   110.33700,    85.27989,   168.50000,   258.47000
 139,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70779,   253.96120,   184.34393,   233.95445,   159.00000,   140.85870,   110.33700,    85.24718,   168.50000,   258.47000
 140,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70792,   253.95958,   184.33926,   233.94911,   159.00000,   140.84026,   110.29114,    85.27989,   168.50000,   258.47000
 141,   1,   1,   299.10001,   284.62396,   274.17001,   254.81000,   247.49001,   229.21001,   216.70805,   253.95796,   184.33426,   233.94376,   159.00000,   140.82538,   110.32426,    85.27989,   168.50000,   258.47000
 142,   1,   1,   299.10001,   284.62000,   274.17001,   254.81000,   247.49001,   229.21001,   216.70819,   253.95634,   184.32927,   233.93837,   159.00000,   140.81563,   110.33700,    85.22964,   168.50000,   258.47000
 143,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70816,   253.95641,   184.33075,   233.93744,   159.00000,   140.85191,   110.33700,    85.22893,   168.50000,   258.47000
 144,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70810,   253.95702,   184.33223,   233.93651,   159.00000,   140.84810,   110.20086,    85.16692,   168.50000,   258.47000
 145,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70807,   253.95714,   184.33371,   233.93558,   158.98854,   140.82301,   110.18919,    85.27989,   168.50000,   258.47000
 146,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70799,   253.95773,   184.33519,   233.93465,   158.95033,   140.81833,   110.33550,    85.27959,   168.50000,   258.47000
 147,   1,   1,   299.10001,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70796,   253.95795,   184.33667,   233.93372,   158.95135,   140.81538,   110.33700,    85.27966,   168.50000,   258.47000
 148,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70790,   253.95856,   184.33815,   233.93279,   158.96814,   140.81126,   110.33700,    85.27974,   168.50000,   258.47000
 149,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70782,   253.95917,   184.33963,   233.93575,   158.98438,   140.80135,   110.27357,    85.27982,   168.50000,   258.47000
 150,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70775,   253.95978,   184.34111,   233.93481,   159.00000,   140.78795,   110.24139,    85.27989,   168.50000,   258.47000
 151,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70769,   253.96037,   184.34259,   233.93388,   158.94693,   140.77821,   110.33700,    85.26115,   168.50000,   258.47000
 152,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70769,   253.96024,   184.34407,   233.93295,   158.96330,   140.78761,   110.26650,    85.19614,   168.50000,   258.47000
 153,   1,   1,   299.10001,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70772,   253.95973,   184.34555,   233.93202,   158.97926,   140.78271,   110.17036,    85.23713,   168.50000,   258.47000
 154,   1,   1,   299.10001,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70775,   253.95924,   184.34468,   233.93109,   158.99449,   140.76340,   110.33700,    85.19270,   168.50000,   258.47000
 155,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70776,   253.95876,   184.34581,   233.93016,   158.95920,   140.75282,   110.33659,    85.23705,   168.50000,   258.47000
 156,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70773,   253.95897,   184.34729,   233.92923,   158.97456,   140.75006,   110.33680,    85.27982,   168.50000,   258.47000
 157,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70770,   253.95918,   184.34877,   233.92830,   158.98936,   140.73688,   110.33700,    85.27989,   168.50000,   258.47000
 158,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70769,   253.95920,   184.34877,   233.92737,   159.00000,   140.72957,   110.32523,    85.27989,   168.50000,   258.47000
 159,   1,   1,   299.10001,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70769,   253.95894,   184.34473,   233.92644,   159.00000,   140.72667,   110.33130,    85.26500,   168.50000,   258.47000
 160,   1,   1,   299.10001,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70772,   253.95844,   184.34581,   233.92551,   158.98615,   140.73523,   110.16457,    85.21674,   168.50000,   258.47000
 161,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70769,   253.95865,   184.34729,   233.92458,   159.00000,   140.70145,   110.33700,    85.20586,   168.50000,   258.47000
 162,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70761,   253.95926,   184.34877,   233.94023,   159.00000,   140.65755,   110.29476,    85.27989,   168.50000,   258.47000
 163,   1,   1,   299.10394,   284.62396,   274.17212,   254.81000,   247.49001,   229.21001,   216.70775,   253.95764,   184.34169,   233.93483,   159.00000,   140.62080,   110.33700,    85.27989,   168.50000,   258.47000
 164,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70789,   253.95602,   184.33461,   233.92941,   159.00000,   140.61105,   110.31422,    85.23878,   168.50000,   258.47000
 165,   1,   1,   299.10001,   284.62396,   274.17212,   254.81000,   247.49001,   229.21001,   216.70802,   253.95441,   184.32753,   233.92398,   158.97289,   140.60130,   110.32696,    85.21655,   168.50000,   258.47000
 166,   1,   1,   299.10001,   284.62000,   274.17001,   254.81000,   247.49001,   229.21001,   216.70815,   253.95279,   184.32047,   233.91852,   158.88940,   140.59155,   110.33700,    85.16684,   168.50000,   258.47000
 167,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70818,   253.95229,   184.32195,   233.91759,   158.90355,   140.61960,   110.32945,    85.18202,   168.50000,   258.47000
 168,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70821,   253.95180,   184.32343,   233.91666,   158.91716,   140.60674,   110.27241,    85.16730,   168.50000,   258.47000
 169,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70815,   253.95241,   184.32491,   233.91573,   158.96320,   140.59404,   110.14557,    85.01321,   168.50000,   258.47000
 170,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70807,   253.95302,   184.32639,   233.91479,   158.95953,   140.58243,   110.14577,    85.08291,   168.50000,   258.47000
 171,   1,   1,   299.10001,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70799,   253.95361,   184.32787,   233.91386,   158.93556,   140.57516,   110.14598,    85.08298,   168.50000,   258.47000
 172,   1,   1,   299.10394,   284.62000,   274.17001,   254.81000,   247.49001,   229.21001,   216.70793,   253.95422,   184.32935,   233.91293,   158.91048,   140.57216,   110.33700,    85.04543,   168.50000,   258.47000
 173,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70786,   253.95483,   184.33081,   233.92398,   158.92328,   140.57355,   110.32352,    84.89499,   168.50000,   258.47000
 174,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70778,   253.95544,   184.33229,   233.94803,   158.97272,   140.57622,   110.23082,    84.89507,   168.50000,   258.47000
 175,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70772,   253.95604,   184.33377,   233.94710,   158.97224,   140.56146,   110.33700,    84.93688,   168.50000,   258.47000
 176,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70764,   253.95665,   184.33525,   233.94617,   158.94170,   140.56055,   110.31031,    84.91579,   168.50000,   258.47000
 177,   1,   1,   299.10001,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70758,   253.95726,   184.33673,   233.94632,   158.96751,   140.56482,   110.29143,    84.91587,   168.50000,   258.47000
 178,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70750,   253.95787,   184.33821,   233.95648,   158.98341,   140.55797,   110.19623,    84.91595,   168.50000,   258.47000
 179,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70747,   253.95808,   184.33969,   233.98351,   159.00000,   140.55315,   110.10102,    84.91602,   168.50000,   258.47000
 180,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70740,   253.95868,   184.34117,   233.98257,   159.00000,   140.55075,   110.19853,    84.97217,   168.50000,   258.47000
 181,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70732,   253.95929,   184.34265,   233.98164,   158.94185,   140.56026,   110.33700,    84.86809,   168.50000,   258.47000
 182,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70726,   253.95990,   184.34413,   233.98071,   158.95181,   140.58159,   110.22013,    84.82947,   168.50000,   258.47000
 183,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70718,   253.96051,   184.34561,   233.97978,   158.95885,   140.58755,   110.04860,    85.04371,   168.50000,   258.47000
 184,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70712,   253.96111,   184.34709,   233.97885,   158.97250,   140.59785,   109.93431,    85.13786,   168.50000,   258.47000
 185,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70705,   253.96172,   184.34857,   234.00000,   159.00000,   140.60309,   109.74370,    85.13793,   168.50000,   258.47000
 186,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70697,   253.96233,   184.34877,   233.99907,   159.00000,   140.58656,   109.86108,    85.08588,   168.50000,   258.47000
 187,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70705,   253.96136,   184.34393,   233.99814,   158.97972,   140.57100,   109.75611,    84.68946,   168.50000,   258.47000
 188,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70712,   253.96034,   184.33911,   233.99295,   158.94966,   140.57141,   109.78363,    84.62733,   168.50000,   258.47000
 189,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70720,   253.95946,   184.33429,   233.98775,   158.91956,   140.57382,   109.78384,    84.76540,   168.50000,   258.47000
 190,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70726,   253.95851,   184.32948,   233.98682,   158.88940,   140.57620,   109.78421,    84.92507,   168.50000,   258.47000
 191,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70726,   253.95836,   184.32962,   233.98589,   158.90324,   140.60428,   109.87604,    85.26745,   168.50000,   258.47000
 192,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70720,   253.95897,   184.33109,   233.98495,   158.94037,   140.60860,   109.94250,    85.27989,   168.50000,   258.47000
 193,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70715,   253.95918,   184.33257,   233.98402,   158.95319,   140.60452,   110.00248,    85.24608,   168.50000,   258.47000
 194,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70714,   253.95929,   184.33405,   233.98309,   158.96567,   140.60054,   110.15485,    85.22923,   168.50000,   258.47000
 195,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70711,   253.95934,   184.33553,   233.98216,   158.97798,   140.60518,   110.30309,    85.19670,   168.50000,   258.47000
 196,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70705,   253.95995,   184.33701,   233.98123,   158.99030,   140.61736,   110.33700,    85.15650,   168.50000,   258.47000
 197,   1,   1,   299.10394,   284.62396,   274.17133,   254.81400,   247.49001,   229.21001,   216.70697,   253.96056,   184.33757,   233.98030,   159.00000,   140.62918,   110.32909,    85.12826,   168.50000,   258.47000
 198,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70689,   253.96117,   184.33905,   233.97937,   159.00000,   140.64247,   110.32451,    85.08094,   168.50000,   258.47000
 199,   1,   1,   299.10001,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70683,   253.96176,   184.34053,   233.97844,   158.96530,   140.65025,   110.33700,    85.03354,   168.50000,   258.47000
 200,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70686,   253.96129,   184.34201,   233.97751,   158.97333,   140.67204,   110.33700,    85.00075,   168.50000,   258.47000
 201,   1,   1,   299.10001,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70689,   253.96080,   184.34349,   233.97658,   158.97998,   140.68434,   110.06268,    85.06450,   168.50000,   258.47000
 202,   1,   1,   299.10001,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70691,   253.96037,   184.34497,   233.97565,   158.99356,   140.68208,   110.01500,    85.24149,   168.50000,   258.47000
 203,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70692,   253.96004,   184.34645,   233.97472,   159.00000,   140.67825,   110.11061,    85.26801,   168.50000,   258.47000
 204,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70686,   253.96063,   184.34792,   233.97379,   159.00000,   140.68575,   110.26398,    85.27989,   168.50000,   258.47000
 205,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70689,   253.96014,   184.34778,   233.97285,   158.99089,   140.70947,   110.33263,    85.23298,   168.50000,   258.47000
 206,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70691,   253.95966,   184.34460,   233.97192,   159.00000,   140.72623,   110.32691,    85.18586,   168.50000,   258.47000
 207,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70685,   253.96025,   184.33992,   233.97099,   158.95964,   140.73927,   110.32352,    85.13866,   168.50000,   258.47000
 208,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70688,   253.95976,   184.33736,   233.97006,   159.00000,   140.76270,   110.33700,    85.09137,   168.50000,   258.47000
 209,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70691,   253.95927,   184.33884,   233.96913,   159.00000,   140.76103,   110.28786,    85.05869,   168.50000,   258.47000
 210,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70683,   253.95987,   184.34032,   233.96820,   159.00000,   140.73997,   110.32015,    85.10371,   168.50000,   258.47000
 211,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70691,   253.95885,   184.33328,   233.96291,   158.99434,   140.71632,   110.23116,    84.83681,   168.50000,   258.47000
 212,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70697,   253.95808,   184.32626,   233.95760,   158.96907,   140.71362,   110.20799,    84.80466,   168.50000,   258.47000
 213,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70703,   253.95726,   184.31923,   233.95227,   158.94579,   140.71495,   110.18648,    84.77309,   168.50000,   258.47000
 214,   1,   1,   299.10001,   284.62000,   274.17001,   254.81000,   247.49001,   229.21001,   216.70717,   253.95564,   184.31221,   233.94691,   158.92252,   140.70641,   110.17440,    84.69769,   168.50000,   258.47000
 215,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70709,   253.95625,   184.31369,   233.94598,   158.95750,   140.71053,   110.27893,    85.10483,   168.50000,   258.47000
 216,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70702,   253.95685,   184.31517,   233.94061,   158.92513,   140.73845,   110.30884,    85.20905,   168.50000,   258.47000
 217,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70702,   253.95668,   184.31665,   233.93968,   159.00000,   140.75792,   110.33700,    85.15679,   168.50000,   258.47000
 218,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70705,   253.95619,   184.31813,   233.93701,   158.99669,   140.75999,   110.22906,    85.16195,   168.50000,   258.47000
 219,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70708,   253.95570,   184.31961,   233.93608,   159.00000,   140.76486,   110.33700,    85.10970,   168.50000,   258.47000
 220,   1,   1,   299.10001,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70711,   253.95520,   184.32109,   233.93515,   159.00000,   140.76845,   110.18562,    85.11475,   168.50000,   258.47000
 221,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70714,   253.95471,   184.32257,   233.93008,   158.99632,   140.77649,   110.27816,    85.27989,   168.50000,   258.47000
 222,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70708,   253.95532,   184.32405,   233.92506,   158.97672,   140.77426,   110.33258,    85.25259,   168.50000,   258.47000
 223,   1,   1,   299.10001,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70700,   253.95593,   184.32553,   233.92413,   158.99199,   140.76274,   110.33700,    85.27989,   168.50000,   258.47000
 224,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70703,   253.95543,   184.32700,   233.91933,   159.00000,   140.76691,   110.25650,    85.23827,   168.50000,   258.47000
 225,   1,   1,   299.10001,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70706,   253.95494,   184.32848,   233.91385,   159.00000,   140.75551,   110.31376,    85.23054,   168.50000,   258.47000
 226,   1,   1,   299.10001,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70709,   253.95445,   184.32996,   233.90836,   158.97935,   140.74794,   110.31396,    85.27982,   168.50000,   258.47000
 227,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70702,   253.95505,   184.33144,   233.90526,   158.99425,   140.74655,   110.30989,    85.27989,   168.50000,   258.47000
 228,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70694,   253.95566,   184.33292,   233.90086,   159.00000,   140.75577,   110.30916,    85.26717,   168.50000,   258.47000
 229,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70688,   253.95627,   184.33440,   233.89531,   158.98950,   140.76373,   110.26707,    85.17843,   168.50000,   258.47000
 230,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70691,   253.95578,   184.33588,   233.88974,   158.96127,   140.76974,   110.28635,    85.20483,   168.50000,   258.47000
 231,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70683,   253.95638,   184.33736,   233.88571,   158.97710,   140.77431,   110.14201,    85.27869,   168.50000,   258.47000
 232,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70677,   253.95699,   184.33884,   233.88478,   158.93428,   140.78294,   110.21443,    85.27989,   168.50000,   258.47000
 233,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70670,   253.95760,   184.34032,   233.88385,   158.95055,   140.76913,   110.33700,    85.26564,   168.50000,   258.47000
 234,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70662,   253.95821,   184.34180,   233.88292,   159.00000,   140.72731,   110.33700,    85.27989,   168.50000,   258.47000
 235,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70676,   253.95657,   184.33478,   233.85323,   159.00000,   140.68492,   110.32426,    85.27989,   168.50000,   258.47000
 236,   1,   1,   299.10001,   284.62000,   274.17001,   254.81000,   247.49001,   229.21001,   216.70689,   253.95496,   184.32776,   233.82349,   159.00000,   140.66914,   110.33700,    85.24974,   168.50000,   258.47000
 237,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70695,   253.95399,   184.32074,   233.79370,   159.00000,   140.65784,   110.32426,    85.27989,   168.50000,   258.47000
 238,   1,   1,   299.10001,   284.62000,   274.17001,   254.81000,   247.49001,   229.21001,   216.70709,   253.95238,   184.31372,   233.76387,   159.00000,   140.64185,   110.33700,    85.24974,   168.50000,   258.47000
 239,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70703,   253.95299,   184.31520,   233.75804,   159.00000,   140.67062,   110.33700,    85.27989,   168.50000,   258.47000
 240,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70695,   253.95360,   184.31668,   233.75221,   159.00000,   140.67857,   110.33700,    85.16752,   168.50000,   258.47000
 241,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70699,   253.95309,   184.31816,   233.76920,   159.00000,   140.67703,   110.19572,    85.22584,   168.50000,   258.47000
 242,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70702,   253.95261,   184.31964,   233.79158,   159.00000,   140.68730,   110.33511,    85.27989,   168.50000,   258.47000
 243,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70705,   253.95212,   184.32112,   233.81122,   159.00000,   140.69443,   110.31532,    85.25847,   168.50000,   258.47000
 244,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70697,   253.95273,   184.32260,   233.82938,   158.98489,   140.70641,   110.33700,    85.27989,   168.50000,   258.47000
 245,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70691,   253.95332,   184.32408,   233.84569,   158.99905,   140.71553,   110.31355,    85.27989,   168.50000,   258.47000
 246,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70683,   253.95393,   184.32556,   233.86038,   159.00000,   140.72330,   110.33700,    85.26749,   168.50000,   258.47000
 247,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70676,   253.95454,   184.32704,   233.86401,   159.00000,   140.72957,   110.33700,    85.13615,   168.50000,   258.47000
 248,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70679,   253.95406,   184.32852,   233.87685,   159.00000,   140.73935,   110.33700,    85.14050,   168.50000,   258.47000
 249,   1,   1,   299.10001,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70673,   253.95465,   184.33000,   233.88058,   159.00000,   140.74721,   110.22446,    85.18449,   168.50000,   258.47000
 250,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70676,   253.95416,   184.33148,   233.89175,   159.00000,   140.75505,   110.25712,    85.27989,   168.50000,   258.47000
 251,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70668,   253.95477,   184.33263,   233.90181,   159.00000,   140.75580,   110.26584,    85.27772,   168.50000,   258.47000
 252,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70671,   253.95427,   184.33292,   233.91084,   159.00000,   140.76872,   110.33700,    85.27989,   168.50000,   258.47000
 253,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70674,   253.95378,   184.33092,   233.91898,   159.00000,   140.78264,   110.29488,    85.27989,   168.50000,   258.47000
 254,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70677,   253.95329,   184.33035,   233.91805,   158.98393,   140.79883,   110.28014,    85.25585,   168.50000,   258.47000
 255,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70679,   253.95288,   184.33183,   233.92545,   159.00000,   140.80916,   110.21338,    85.23812,   168.50000,   258.47000
 256,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70682,   253.95238,   184.33031,   233.92451,   159.00000,   140.82242,   110.27123,    85.23077,   168.50000,   258.47000
 257,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70676,   253.95299,   184.32664,   233.92358,   158.99817,   140.84369,   110.14355,    85.18087,   168.50000,   258.47000
 258,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70668,   253.95360,   184.32812,   233.92265,   159.00000,   140.86308,   109.86923,    85.27989,   168.50000,   258.47000
 259,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70673,   253.95296,   184.32332,   233.92172,   159.00000,   140.84071,   109.54499,    85.16605,   168.50000,   258.47000
 260,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70677,   253.95233,   184.31851,   233.92079,   158.99600,   140.83698,   109.57946,    85.14715,   168.50000,   258.47000
