Varia por patamar?      ,    0,Unidade ,      m,     4,     1,  2037,
Varia por serie?        ,    0
# de agentes            ,   16
Estg,Ser.,Pat.,Point Rapids,Elf Rapids  ,Giant Rapids,McArthur    ,Dog Rapids  ,Cat Falls   ,London      ,Tall Rapids ,Madrid      ,Tin Falls   ,Toronto     ,Athens      ,EastSpruce  ,New Falls   ,Edmonton    ,Moscow      
  11,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70953,   253.96327,   184.34877,   233.99226,   158.98619,   140.95959,   109.93444,    85.27989,   168.50000,   258.47000
  12,   1,   1,   299.10001,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70959,   253.96246,   184.34729,   233.99133,   158.99017,   140.96268,   110.00847,    85.23203,   168.50000,   258.47000
  13,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70953,   253.96306,   184.34877,   234.00000,   159.00000,   140.96655,   109.81786,    85.23788,   168.50000,   258.47000
  14,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70946,   253.96367,   184.34680,   233.99907,   159.00000,   140.97041,   109.89164,    85.27989,   168.50000,   258.47000
  15,   1,   1,   299.10001,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70949,   253.96318,   184.34650,   233.99814,   159.00000,   140.97466,   109.97265,    85.23376,   168.50000,   258.47000
  16,   1,   1,   299.10199,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70952,   253.96268,   184.34729,   233.99721,   159.00000,   140.97859,   110.06758,    85.18977,   168.50000,   258.47000
  17,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70955,   253.96219,   184.34877,   233.99628,   159.00000,   140.98643,   110.11026,    85.16267,   168.50000,   258.47000
  18,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70958,   253.96170,   184.34877,   233.99535,   159.00000,   140.97719,   110.21086,    85.15804,   168.50000,   258.47000
  19,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70961,   253.96120,   184.34393,   233.99442,   159.00000,   140.95419,   110.06451,    84.95502,   168.50000,   258.47000
  20,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70964,   253.96071,   184.33911,   233.99348,   159.00000,   140.94595,   110.07984,    85.09111,   168.50000,   258.47000
  21,   1,   1,   299.10001,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70967,   253.96021,   184.33429,   233.99255,   159.00000,   140.94650,   110.20959,    84.99768,   168.50000,   258.47000
  22,   1,   1,   299.10394,   284.62000,   274.17001,   254.81000,   247.49001,   229.21001,   216.70970,   253.95972,   184.32948,   233.99162,   158.97096,   140.94940,   110.28224,    84.80839,   168.50000,   258.47000
  23,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70966,   253.95993,   184.33096,   233.99069,   159.00000,   140.97643,   110.31300,    85.03949,   168.50000,   258.47000
  24,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70959,   253.96054,   184.33032,   233.98976,   158.89847,   140.98245,   110.31559,    85.19009,   168.50000,   258.47000
  25,   1,   1,   299.10001,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70956,   253.96062,   184.33180,   233.98883,   158.97021,   141.01765,   110.11777,    85.13372,   168.50000,   258.47000
  26,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70953,   253.96083,   184.33328,   233.98790,   158.97084,   141.00169,   110.11454,    85.27989,   168.50000,   258.47000
  27,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70950,   253.96106,   184.33476,   233.99788,   158.98363,   141.01172,   110.33700,    85.05943,   168.50000,   258.47000
  28,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70943,   253.96165,   184.33624,   233.99695,   158.98015,   141.02141,   110.32359,    84.89337,   168.50000,   258.47000
  29,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70943,   253.96153,   184.33772,   233.99603,   158.96451,   141.03044,   110.33700,    84.82565,   168.50000,   258.47000
  30,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70935,   253.96214,   184.33920,   233.99620,   158.96399,   141.00980,   110.27364,    84.78575,   168.50000,   258.47000
  31,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70932,   253.96236,   184.34068,   234.00000,   159.00000,   140.99269,   110.33700,    84.89872,   168.50000,   258.47000
  32,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70929,   253.96249,   184.34216,   233.99907,   159.00000,   140.99286,   110.29904,    84.99287,   168.50000,   258.47000
  33,   1,   1,   299.10001,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70923,   253.96309,   184.34343,   233.99814,   159.00000,   140.99196,   110.09333,    85.00805,   168.50000,   258.47000
  34,   1,   1,   299.10001,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70926,   253.96248,   184.34491,   233.99721,   158.96777,   141.00237,   109.97704,    85.11048,   168.50000,   258.47000
  35,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70924,   253.96255,   184.34639,   233.99628,   158.98802,   140.99796,   109.91371,    85.27989,   168.50000,   258.47000
  36,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70927,   253.96207,   184.34433,   233.99535,   158.95480,   141.00432,   110.07123,    85.26115,   168.50000,   258.47000
  37,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70923,   253.96228,   184.34581,   233.99442,   158.97829,   141.00063,   110.17479,    85.24660,   168.50000,   258.47000
  38,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70926,   253.96178,   184.34729,   233.99348,   158.98746,   140.99919,   110.33700,    85.18793,   168.50000,   258.47000
  39,   1,   1,   299.10001,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70920,   253.96239,   184.34877,   233.99255,   159.00000,   141.00333,   110.17940,    85.22477,   168.50000,   258.47000
  40,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70923,   253.96190,   184.34711,   233.99162,   158.96068,   141.01201,   110.18349,    85.27989,   168.50000,   258.47000
  41,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70915,   253.96249,   184.34859,   233.99069,   158.98093,   140.99178,   110.32504,    85.25970,   168.50000,   258.47000
  42,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70912,   253.96271,   184.34877,   233.98976,   159.00000,   140.95352,   110.33700,    85.27989,   168.50000,   258.47000
  43,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70926,   253.96109,   184.34393,   233.98454,   159.00000,   140.91769,   110.33700,    85.24612,   168.50000,   258.47000
  44,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70938,   253.95947,   184.33911,   233.97931,   159.00000,   140.89919,   110.29058,    85.27989,   168.50000,   258.47000
  45,   1,   1,   299.10001,   284.62396,   274.17212,   254.81000,   247.49001,   229.21001,   216.70952,   253.95786,   184.33412,   233.97406,   159.00000,   140.88431,   110.32426,    85.27989,   168.50000,   258.47000
  46,   1,   1,   299.10001,   284.62000,   274.17001,   254.81000,   247.49001,   229.21001,   216.70966,   253.95624,   184.32913,   233.94637,   159.00000,   140.87456,   110.33700,    85.22964,   168.50000,   258.47000
  47,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70973,   253.95511,   184.32431,   233.94543,   158.99997,   140.90909,   110.33700,    85.26690,   168.50000,   258.47000
  48,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70967,   253.95572,   184.31970,   233.94450,   158.99864,   140.89246,   110.22861,    85.24040,   168.50000,   258.47000
  49,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70959,   253.95633,   184.31590,   233.94357,   158.99989,   140.88342,   110.26188,    85.16521,   168.50000,   258.47000
  50,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70953,   253.95692,   184.31738,   233.94264,   159.00000,   140.88245,   110.24300,    85.16529,   168.50000,   258.47000
  51,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70946,   253.95753,   184.31886,   233.94171,   158.99982,   140.88174,   110.14780,    85.16537,   168.50000,   258.47000
  52,   1,   1,   299.10001,   284.62000,   274.17001,   254.81000,   247.49001,   229.21001,   216.70938,   253.95815,   184.32034,   233.94078,   158.90829,   140.87726,   110.33700,    85.27989,   168.50000,   258.47000
  53,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70932,   253.95876,   184.32182,   233.94623,   158.95773,   140.88438,   110.33700,    85.07066,   168.50000,   258.47000
  54,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70924,   253.95935,   184.32330,   233.94530,   158.98312,   140.86356,   110.33680,    85.16480,   168.50000,   258.47000
  55,   1,   1,   299.10001,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70917,   253.95996,   184.32478,   233.94437,   159.00000,   140.84790,   110.33700,    85.16488,   168.50000,   258.47000
  56,   1,   1,   299.10001,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70911,   253.96057,   184.32388,   233.94344,   158.98334,   140.84457,   110.31731,    85.16512,   168.50000,   258.47000
  57,   1,   1,   299.10001,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70911,   253.96040,   184.32536,   233.94250,   159.00000,   140.83791,   110.24118,    85.16583,   168.50000,   258.47000
  58,   1,   1,   299.10001,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70903,   253.96100,   184.32579,   233.94157,   158.98381,   140.82518,   110.33680,    85.12194,   168.50000,   258.47000
  59,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70897,   253.96161,   184.32727,   233.94064,   159.00000,   140.81493,   110.33700,    85.04676,   168.50000,   258.47000
  60,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70889,   253.96222,   184.32875,   233.93971,   158.98369,   140.81070,   110.32042,    85.03114,   168.50000,   258.47000
  61,   1,   1,   299.10001,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70882,   253.96283,   184.32893,   233.93878,   159.00000,   140.82108,   110.21534,    85.12530,   168.50000,   258.47000
  62,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70885,   253.96233,   184.33029,   233.93785,   158.97894,   140.82664,   110.28998,    85.12061,   168.50000,   258.47000
  63,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70888,   253.96185,   184.33177,   233.93692,   158.99570,   140.83798,   110.09937,    85.09959,   168.50000,   258.47000
  64,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70882,   253.96246,   184.33325,   233.93182,   159.00000,   140.84184,   109.90875,    85.19375,   168.50000,   258.47000
  65,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70874,   253.96306,   184.33473,   233.92639,   158.96211,   140.84174,   109.97287,    85.24142,   168.50000,   258.47000
  66,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70866,   253.96367,   184.33621,   233.92094,   159.00000,   140.84415,   109.89675,    85.24376,   168.50000,   258.47000
  67,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70880,   253.96205,   184.33131,   233.91547,   158.97031,   140.82497,   109.74527,    85.01104,   168.50000,   258.47000
  68,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70894,   253.96043,   184.32426,   233.90997,   158.94012,   140.82320,   109.75746,    84.93153,   168.50000,   258.47000
  69,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70906,   253.95882,   184.31946,   233.90446,   158.90990,   140.82141,   109.76596,    84.85529,   168.50000,   258.47000
  70,   1,   1,   299.10001,   284.62000,   274.17001,   254.81000,   247.49001,   229.21001,   216.70920,   253.95720,   184.31241,   233.89893,   158.88409,   140.81964,   109.77264,    84.78231,   168.50000,   258.47000
  71,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70923,   253.95670,   184.31389,   233.89337,   158.80359,   140.83548,   109.93974,    85.13000,   168.50000,   258.47000
  72,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70917,   253.95731,   184.31537,   233.88779,   158.86322,   140.85036,   109.92086,    85.10313,   168.50000,   258.47000
  73,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70909,   253.95792,   184.31683,   233.88300,   158.88229,   140.83604,   110.10960,    85.05098,   168.50000,   258.47000
  74,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70912,   253.95741,   184.31831,   233.87738,   158.88693,   140.83972,   110.33700,    84.97795,   168.50000,   258.47000
  75,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70909,   253.95763,   184.31979,   233.87645,   158.90572,   140.84566,   110.14639,    84.98275,   168.50000,   258.47000
  76,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70901,   253.95824,   184.32127,   233.87080,   158.85785,   140.84848,   110.22896,    85.11869,   168.50000,   258.47000
  77,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70894,   253.95885,   184.32275,   233.86513,   158.87430,   140.87285,   110.31917,    85.04546,   168.50000,   258.47000
  78,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70888,   253.95946,   184.32423,   233.85945,   158.89052,   140.88397,   110.31014,    84.97209,   168.50000,   258.47000
  79,   1,   1,   299.10001,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70880,   253.96005,   184.32571,   233.85373,   158.88704,   140.88011,   110.33700,    84.89872,   168.50000,   258.47000
  80,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70872,   253.96066,   184.32719,   233.84801,   158.90668,   140.88766,   110.22271,    84.90337,   168.50000,   258.47000
  81,   1,   1,   299.10001,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70866,   253.96127,   184.32867,   233.84224,   158.89575,   140.88348,   110.05118,    84.99751,   168.50000,   258.47000
  82,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70863,   253.96149,   184.33015,   233.83737,   158.91531,   140.89258,   109.93689,    85.21207,   168.50000,   258.47000
  83,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70859,   253.96170,   184.33163,   233.83157,   158.93454,   140.89540,   110.01093,    85.25404,   168.50000,   258.47000
  84,   1,   1,   299.10001,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70856,   253.96191,   184.33311,   233.82576,   158.94847,   140.88147,   109.85848,    85.23350,   168.50000,   258.47000
  85,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70853,   253.96213,   184.33459,   233.81993,   158.96410,   140.88564,   109.82052,    85.23772,   168.50000,   258.47000
  86,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70848,   253.96234,   184.33607,   233.81410,   158.98219,   140.88933,   109.62991,    85.23780,   168.50000,   258.47000
  87,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70845,   253.96255,   184.33755,   233.80827,   159.00000,   140.89253,   109.70328,    85.27989,   168.50000,   258.47000
  88,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70848,   253.96207,   184.33578,   233.80244,   158.95326,   140.89058,   109.79594,    85.11370,   168.50000,   258.47000
  89,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70851,   253.96158,   184.33566,   233.79662,   159.00000,   140.90532,   109.68819,    85.06519,   168.50000,   258.47000
  90,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70854,   253.96107,   184.33714,   233.79079,   159.00000,   140.90599,   109.54279,    85.27989,   168.50000,   258.47000
  91,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70857,   253.96059,   184.33232,   233.78496,   159.00000,   140.88615,   109.49374,    85.03542,   168.50000,   258.47000
  92,   1,   1,   299.10001,   284.62000,   274.17001,   254.81000,   247.49001,   229.21001,   216.70869,   253.95914,   184.32751,   233.77914,   158.97429,   140.87909,   109.53809,    85.07320,   168.50000,   258.47000
  93,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70862,   253.95975,   184.32271,   233.77332,   158.95758,   140.87869,   109.59668,    84.97717,   168.50000,   258.47000
  94,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70854,   253.96036,   184.31790,   233.76749,   158.93750,   140.87662,   109.63550,    84.88699,   168.50000,   258.47000
  95,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70848,   253.96097,   184.31311,   233.76166,   158.93452,   140.90805,   109.74783,    85.09898,   168.50000,   258.47000
  96,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70840,   253.96156,   184.30830,   233.75583,   158.91223,   140.93234,   109.56915,    85.24706,   168.50000,   258.47000
  97,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70844,   253.96107,   184.30923,   233.75000,   159.00000,   140.95131,   109.45721,    85.21890,   168.50000,   258.47000
  98,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70840,   253.96129,   184.31071,   233.77702,   159.00000,   140.93718,   109.50135,    85.27989,   168.50000,   258.47000
  99,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70837,   253.96150,   184.31219,   233.79861,   159.00000,   140.91776,   109.77969,    85.20813,   168.50000,   258.47000
 100,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70833,   253.96172,   184.31367,   233.82492,   159.00000,   140.92157,   110.07108,    85.13577,   168.50000,   258.47000
 101,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70830,   253.96193,   184.31516,   233.84081,   158.98743,   140.93001,   110.17998,    85.06287,   168.50000,   258.47000
 102,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70822,   253.96254,   184.31664,   233.86783,   159.00000,   140.93930,   110.25454,    84.98975,   168.50000,   258.47000
 103,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70819,   253.96275,   184.31812,   233.86690,   159.00000,   140.93982,   110.33700,    84.94229,   168.50000,   258.47000
 104,   1,   1,   299.10001,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70819,   253.96268,   184.31960,   233.86597,   159.00000,   140.95085,   110.26557,    84.90238,   168.50000,   258.47000
 105,   1,   1,   299.10001,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70818,   253.96262,   184.32108,   233.86504,   158.96486,   140.96021,   110.23738,    84.97771,   168.50000,   258.47000
 106,   1,   1,   299.10001,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70815,   253.96283,   184.32256,   233.88728,   158.98465,   140.97305,   110.31207,    84.86903,   168.50000,   258.47000
 107,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70810,   253.96304,   184.32404,   233.88635,   158.98083,   140.96585,   110.33700,    84.81036,   168.50000,   258.47000
 108,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70807,   253.96326,   184.32552,   233.91338,   159.00000,   140.96271,   110.26845,    84.84806,   168.50000,   258.47000
 109,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70804,   253.96347,   184.32698,   233.93613,   159.00000,   140.95740,   110.28637,    85.01747,   168.50000,   258.47000
 110,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70801,   253.96358,   184.32846,   233.93520,   159.00000,   140.97105,   110.26019,    85.01754,   168.50000,   258.47000
 111,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70804,   253.96307,   184.32994,   233.93427,   158.99904,   140.97844,   110.28405,    84.98413,   168.50000,   258.47000
 112,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70801,   253.96329,   184.33142,   233.94591,   159.00000,   140.98643,   110.09799,    84.96313,   168.50000,   258.47000
 113,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70801,   253.96306,   184.33290,   233.94498,   159.00000,   140.97987,   110.20419,    85.00500,   168.50000,   258.47000
 114,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70795,   253.96367,   184.33438,   233.94980,   159.00000,   140.97466,   110.16969,    84.98414,   168.50000,   258.47000
 115,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70798,   253.96318,   184.33382,   233.94887,   158.98384,   140.94885,   109.99315,    84.79208,   168.50000,   258.47000
 116,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70801,   253.96268,   184.33498,   233.94794,   159.00000,   140.92845,   110.00647,    84.77806,   168.50000,   258.47000
 117,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70804,   253.96219,   184.33545,   233.94701,   159.00000,   140.91634,   110.08571,    84.72094,   168.50000,   258.47000
 118,   1,   1,   299.10001,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70807,   253.96170,   184.33693,   233.94608,   159.00000,   140.90691,   110.15731,    84.61983,   168.50000,   258.47000
 119,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70799,   253.96230,   184.33841,   233.94514,   158.98648,   140.93060,   110.24812,    84.89474,   168.50000,   258.47000
 120,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70792,   253.96291,   184.33989,   233.96347,   159.00000,   140.94026,   110.32282,    84.86111,   168.50000,   258.47000
 121,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70795,   253.96242,   184.34137,   233.96254,   158.99632,   140.92068,   110.28062,    84.84334,   168.50000,   258.47000
 122,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70798,   253.96191,   184.34285,   233.96161,   159.00000,   140.91342,   110.33700,    84.95630,   168.50000,   258.47000
 123,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70801,   253.96143,   184.34433,   233.96068,   159.00000,   140.91920,   110.28928,    85.14452,   168.50000,   258.47000
 124,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70795,   253.96204,   184.34581,   233.95975,   158.99423,   140.92429,   110.30817,    85.27989,   168.50000,   258.47000
 125,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70798,   253.96153,   184.34729,   233.95882,   158.98161,   140.94147,   110.31901,    85.27989,   168.50000,   258.47000
 126,   1,   1,   299.10001,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70790,   253.96214,   184.34877,   233.95789,   158.99527,   140.95872,   110.30998,    85.26528,   168.50000,   258.47000
 127,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70793,   253.96165,   184.34877,   233.95695,   159.00000,   140.95490,   110.33700,    85.19191,   168.50000,   258.47000
 128,   1,   1,   299.10001,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70786,   253.96225,   184.34877,   233.95602,   159.00000,   140.96176,   110.09184,    85.16463,   168.50000,   258.47000
 129,   1,   1,   299.10001,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70779,   253.96286,   184.34729,   233.95509,   158.93968,   140.95680,   110.13020,    85.23083,   168.50000,   258.47000
