Varia por patamar?      ,    0,Unidade ,   m3/s,     4,     1,  2037,
Varia por serie?        ,    0
# de agentes            ,   16
Estg,Ser.,Pat.,PoR U1      ,Elf RapidsU1,GR U1       ,McA U1      ,DR U1       ,CF U1       ,TalR U1     ,MadridU1    ,TF U1       ,Tor U1      ,Ath U1 E    ,Ath U2 R    ,ES U1 E     ,ES U2 R     ,NeF U1 E    ,NeF U2 R    
   1,   1,   1,   632.29999,   634.28839,   632.29999,   630.09155,   632.85553,   632.04175,   710.20142,   636.00000,   996.00000,  1687.09998,  3023.88428,     0.00000,  1000.00000,     0.00000,   794.45593,     0.00000
   2,   1,   1,   632.29999,   631.19165,   632.81250,   634.50842,   633.40833,   633.27802,     0.00000,  1451.04175,   996.00000,  1404.26990,  1000.00000,     0.00000,  3926.21899,     0.00000,  1240.82727,     0.00000
   3,   1,   1,   632.29999,   632.29999,   632.30066,   630.60693,   632.55768,   633.40973,   710.21155,  1161.56665,   996.00000,  1687.09998,  1852.05139,     0.00000,  1000.00000,     0.00000,  1750.00000,     0.00000
   4,   1,   1,   632.29999,   632.29999,   632.29999,   631.78461,   631.19580,   633.13196,     0.00000,   636.00000,   996.00000,  1264.89099,  1655.04443,     0.00000,  1000.00000,     0.00000,  1685.96313,     0.00000
   5,   1,   1,   632.29999,   632.29999,   631.78687,   632.29999,   630.93396,   631.87738,   710.22168,   636.00000,   996.00000,  1459.04358,  1000.00000,     0.00000,  1000.00000,     0.00000,  1276.36780,     0.00000
   6,   1,   1,   632.29999,   632.29999,   632.81250,   632.81250,   632.55621,   632.98236,     0.00000,   636.00000,   996.00000,  1604.70435,  1750.00000,     0.00000,  1483.42859,     0.00000,  1023.97968,     0.00000
   7,   1,   1,   632.29999,   633.40833,   633.40753,   631.78754,   633.40833,   631.06488,     0.00000,   636.00000,   996.00000,  1731.88293,  1750.00000,     0.00000,   414.07956,     0.00000,  2532.04810,     0.00000
   8,   1,   1,   632.29999,   631.19165,   630.67999,   632.29999,   630.93542,   630.63953,     0.00000,   636.00000,   996.00000,  1642.31714,  1750.00000,     0.00000,  2654.80005,     0.00000,   794.73798,     0.00000
   9,   1,   1,   632.29999,   633.40833,   634.50842,   634.50842,   634.51257,   634.08789,     0.00000,  1737.48242,   996.00000,  3922.24194,  1000.00000,     0.00000,  1000.00000,     0.00000,  2500.00000,     0.00000
  10,   1,   1,   633.40009,   632.52002,   632.29999,   632.29999,   633.40424,   632.17188,   710.39490,  1052.00574,   996.00000,  1218.17749,  2500.00000,     0.00000,  1000.00000,     0.00000,  1780.62158,     0.00000
  11,   1,   1,   631.19989,   632.96008,   630.09155,   630.09155,   630.08746,   631.61841,   710.35065,   636.00000,   996.00000,  1227.32373,  1146.45605,     0.00000,  2500.00000,     0.00000,   795.61407,     0.00000
  12,   1,   1,   632.29999,   630.31158,   634.72845,   633.91937,   633.11377,   635.06403,     0.00000,   725.97601,   996.00000,  1712.54346,  1750.00000,     0.00000,  2500.00000,     0.00000,   853.80688,     0.00000
  13,   1,   1,   632.29999,   632.29999,   634.28839,   632.30212,   632.00238,   630.64020,   710.36078,   636.00000,   996.00000,  1233.92297,   767.62085,     0.00000,  1750.00000,     0.00000,  1750.00000,     0.00000
  14,   1,   1,   632.29999,   633.40833,   630.09155,   632.29999,   633.40942,   632.70624,     0.00000,   696.62189,   996.00000,  1245.63000,  1712.13513,     0.00000,  1750.00000,     0.00000,  1750.00000,     0.00000
  15,   1,   1,   632.29999,   631.19165,   632.29999,   630.67853,   630.38092,   631.45251,   567.06061,   636.00000,   996.00000,  1249.86047,   342.00000,     0.00000,  2500.00000,     0.00000,  1750.00000,     0.00000
  16,   1,   1,   632.29999,   633.40833,   632.81250,   632.29999,   631.48926,   633.81152,   710.34650,  1237.01733,   996.00000,  2046.59998,  1207.17285,     0.00000,   421.51007,     0.00000,  1750.00000,     0.00000
  17,   1,   1,   632.29999,   631.19165,   631.78754,   632.29999,   632.29999,   630.78955,     0.00000,   793.78265,   996.00000,  1327.59998,  2007.34375,     0.00000,  2500.00000,     0.00000,   790.20660,     0.00000
  18,   1,   1,   632.29999,   632.29999,   632.29999,   632.29999,   632.29999,   630.93506,     0.00000,  1015.40002,   996.00000,  1687.09998,  1896.28125,     0.00000,  2500.00000,     0.00000,  1863.53845,     0.00000
  19,   1,   1,   632.29999,   633.40833,   633.91937,   634.50842,   634.51257,   633.00024,   710.41095,  1161.56665,   996.00000,  2992.36768,  4018.29712,     0.00000,  3077.20898,     0.00000,  2616.04175,     0.00000
  20,   1,   1,   632.29999,   631.19165,   630.68066,   632.29999,   633.40424,   632.29999,   710.36670,  1580.11353,   996.00000,  2212.66675,  4009.33691,     0.00000,  2892.71069,     0.00000,  3040.90942,     0.00000
  21,   1,   1,   632.29999,   633.40833,   633.91937,   630.31158,   630.19745,   633.40625,   710.32245,  1292.77100,   996.00000,  3086.86353,  2500.00000,     0.00000,  2500.00000,     0.00000,  4439.68018,     0.00000
  22,   1,   1,   633.40009,   632.52002,   633.10913,   635.16852,   632.74005,   633.95837,   710.27820,   941.62177,   996.00000,  3540.26660,  2500.00000,     0.00000,  2500.00000,     0.00000,  4326.43896,     0.00000
  23,   1,   1,   632.29999,   633.18011,   632.96008,   631.41992,   634.40253,   631.80084,     0.00000,   636.00000,   996.00000,  1770.13330,  1065.76074,     0.00000,  2500.00000,     0.00000,   792.35596,     0.00000
  24,   1,   1,   631.19989,   630.97162,   629.21149,   631.19165,   630.19745,   630.36316,     0.00000,   636.00000,   465.60001,  1150.39258,  1750.00000,     0.00000,  2500.00000,     0.00000,  2500.00000,     0.00000
  25,   1,   1,   632.29999,   632.52826,   632.81250,   632.29999,   632.85419,   634.67688,   710.34271,   859.72711,   996.00000,  2092.47217,  3203.18140,     0.00000,   421.56107,     0.00000,   789.83673,     0.00000
  26,   1,   1,   632.29999,   631.19165,   633.40753,   632.81250,   632.55621,   632.29999,   710.29846,  1749.33044,   996.00000,  1687.09998,  2500.00000,     0.00000,  1166.56091,     0.00000,   790.26276,     0.00000
  27,   1,   1,   632.29999,   632.29999,   631.19458,   632.30066,   631.44824,   630.42023,   710.25421,   636.00000,   996.00000,  1687.09998,  1370.73608,     0.00000,  1000.00000,     0.00000,   789.59338,     0.00000
  28,   1,   1,   632.29999,   633.40833,   633.40546,   632.29999,   633.40869,   633.81079,     0.00000,   660.86957,   996.00000,  1687.09998,  1669.55322,     0.00000,  1750.00000,     0.00000,   828.92249,     0.00000
  29,   1,   1,   632.29999,   631.19165,   631.19458,   631.78687,   630.93506,   630.89661,     0.00000,  1479.02075,   996.00000,  1687.09998,   998.00000,     0.00000,   916.32397,     0.00000,  1877.86853,     0.00000
  30,   1,   1,   632.29999,   632.29999,   631.78540,   632.81250,   632.29968,   632.42847,   710.31873,   730.27856,   996.00000,  2298.57837,  1000.00000,     0.00000,  1000.00000,     0.00000,   789.25879,     0.00000
  31,   1,   1,   632.29999,   633.40833,   633.91937,   633.40753,   634.21832,   633.27747,   710.27448,  1216.30066,   996.00000,  3097.73340,  1386.85596,     0.00000,  1078.97119,     0.00000,   866.79083,     0.00000
  32,   1,   1,   632.29999,   631.19165,   631.19525,   630.67999,   630.93542,   630.51178,   710.23022,   636.00000,   996.00000,  1687.09998,  2048.30518,     0.00000,  1910.58984,     0.00000,  1750.00000,     0.00000
  33,   1,   1,   632.29999,   633.40833,   633.99384,   634.50842,   633.70251,   634.36462,   710.18597,  1161.56665,   996.00000,  1687.09998,  2498.00000,     0.00000,  1750.00000,     0.00000,  2304.89746,     0.00000
  34,   1,   1,   632.29999,   632.29999,   631.93353,   632.29999,   633.40424,   632.57690,   710.14178,  1397.36133,   996.00000,  1342.82202,  2500.00000,     0.00000,  2500.00000,     0.00000,  1812.56519,     0.00000
  35,   1,   1,   632.29999,   632.29999,   633.76654,   630.09155,   630.08746,   631.21338,   710.09753,   719.03333,   996.00000,  1687.09998,  1000.00000,     0.00000,  2389.52686,     0.00000,  2349.07373,     0.00000
  36,   1,   1,   632.29999,   631.19165,   630.97162,   634.72845,   632.41003,   634.65900,   710.05334,  1161.56665,   996.00000,  1749.76355,  1607.93604,     0.00000,  2173.93091,     0.00000,  1750.00000,     0.00000
  37,   1,   1,   632.29999,   633.40833,   632.52826,   634.28839,   635.61676,   631.74585,   710.00916,  1016.87195,   996.00000,  1773.09802,  1824.00671,     0.00000,   414.07956,     0.00000,  1750.00000,     0.00000
  38,   1,   1,   632.29999,   631.19165,   630.09155,   630.09155,   631.08167,   630.14313,   545.22931,   636.00000,   996.00000,  1255.46558,  1750.00000,     0.00000,  2500.00000,     0.00000,   788.96790,     0.00000
  39,   1,   1,   632.29999,   632.29999,   632.29999,   632.29999,   631.19580,   634.01337,   709.94360,  1639.63196,   996.00000,  1687.09998,   709.26691,     0.00000,  1000.00000,     0.00000,  2200.60010,     0.00000
  40,   1,   1,   632.29999,   632.29999,   633.91937,   632.81250,   632.55621,   633.34924,   709.89941,   636.00000,   996.00000,  1910.59912,  1949.34302,     0.00000,  1874.21521,     0.00000,  1750.00000,     0.00000
  41,   1,   1,   632.29999,   632.29999,   630.68066,   631.78754,   632.29999,   631.13873,   709.85522,   770.56799,   996.00000,  2141.41675,  2500.00000,     0.00000,  1000.00000,     0.00000,  1750.00000,     0.00000
  42,   1,   1,   632.29999,   632.29999,   632.29999,   632.29999,   632.04376,   631.87604,     0.00000,  1015.40002,   996.00000,  1698.53003,  4013.20068,     0.00000,  3064.76343,     0.00000,   788.96790,     0.00000
  43,   1,   1,   632.29999,   633.40833,   633.91937,   633.91937,   634.21802,   633.53375,  1117.72290,  1604.09998,   996.00000,  2212.66675,  3996.42188,     0.00000,  3919.17383,     0.00000,  3567.06787,     0.00000
  44,   1,   1,   632.29999,   631.19165,   630.68066,   630.68066,   632.29999,   631.06628,   828.98505,  1161.56665,   996.00000,  1920.33337,  3407.36523,     0.00000,  3897.28442,     0.00000,  3584.57349,     0.00000
  45,   1,   1,   632.29999,   633.40833,   633.91937,   633.91937,   631.19165,   633.13086,  1117.72290,  2216.13062,   996.00000,  2655.19995,  3490.13892,     0.00000,  3632.25122,     0.00000,  4028.66895,     0.00000
  46,   1,   1,   632.29999,   632.29999,   632.88910,   633.10913,   634.62256,   634.36462,  1277.39758,  1758.62915,   996.00000,  3303.74365,  2882.60767,     0.00000,  3285.46118,     0.00000,  4529.29248,     0.00000
  47,   1,   1,   632.29999,   632.29999,   631.71381,   632.96008,   633.03461,   631.74585,     0.00000,   636.00000,   996.00000,  2285.26782,  2498.00000,     0.00000,  2500.00000,     0.00000,  1979.97888,     0.00000
  48,   1,   1,   632.29999,   632.29999,   630.67773,   629.21149,   629.97742,   631.80151,     0.00000,   636.00000,   996.00000,  1310.66150,  2500.00000,     0.00000,  2500.00000,     0.00000,  2500.00000,     0.00000
  49,   1,   1,   633.40009,   631.41168,   633.91937,   632.81250,   632.12030,   634.93420,     0.00000,   636.00000,   996.00000,  1770.13330,  3957.20532,     0.00000,  3381.04468,     0.00000,  2730.90918,     0.00000
  50,   1,   1,   631.19989,   634.06842,   630.68066,   633.40753,   632.00171,   630.40039,     0.00000,   636.00000,   996.00000,  2212.66675,  2157.21216,     0.00000,  3206.28418,     0.00000,  3292.59229,     0.00000
  51,   1,   1,   632.29999,   630.31158,   632.81250,   631.19458,   633.40942,   632.15448,     0.00000,   636.00000,   996.00000,  1694.52124,  2500.00000,     0.00000,  2881.90967,     0.00000,  3496.09326,     0.00000
  52,   1,   1,   632.29999,   633.40833,   632.30066,   633.40546,   631.19165,   630.95538,     0.00000,   636.00000,   996.00000,  1734.72168,  2500.00000,     0.00000,  2739.78125,     0.00000,  2500.00000,     0.00000
  53,   1,   1,   632.29999,   631.19165,   631.78687,   631.19458,   633.40833,   633.81116,     0.00000,   636.00000,   996.00000,  2307.35059,  2954.54248,     0.00000,  1750.00000,     0.00000,  2542.42505,     0.00000
  54,   1,   1,   632.29999,   632.29999,   632.29999,   631.78540,   630.38165,   631.19495,     0.00000,   992.37372,   996.00000,  1687.09998,  2500.00000,     0.00000,  2619.54004,     0.00000,  2500.00000,     0.00000
  55,   1,   1,   632.29999,   632.29999,   633.91937,   633.91937,   633.96069,   633.40564,   709.91504,  1411.24548,   996.00000,  1770.13330,  2838.15674,     0.00000,  2569.23145,     0.00000,  2505.47290,     0.00000
  56,   1,   1,   632.29999,   633.40833,   630.68066,   631.19525,   631.44897,   631.89502,   709.87085,   636.00000,   996.00000,  2066.50000,  2500.00000,     0.00000,  2815.62524,     0.00000,  2744.41431,     0.00000
  57,   1,   1,   632.29999,   631.19165,   633.91937,   633.99384,   633.70288,   632.17120,   709.82666,  1017.35406,   996.00000,  2561.91846,  2500.00000,     0.00000,  2500.00000,     0.00000,  2598.11646,     0.00000
  58,   1,   1,   633.40009,   632.52002,   632.88910,   631.93353,   632.96368,   631.59924,   709.78247,   997.00043,   996.00000,  2762.37451,  2500.00000,     0.00000,  2500.00000,     0.00000,  2500.00000,     0.00000
  59,   1,   1,   632.29999,   634.28839,   632.29999,   633.76654,   632.85004,   633.68152,     0.00000,  1546.69055,   996.00000,  3097.73340,  2500.00000,     0.00000,  2500.00000,     0.00000,  3099.38086,     0.00000
  60,   1,   1,   631.75543,   632.19110,   632.29999,   630.97162,   632.36908,   633.33331,     0.00000,  2030.92676,   996.00000,  2717.98535,  2685.50000,     0.00000,  2500.00000,     0.00000,  2964.81201,     0.00000
  61,   1,   1,   631.74445,   630.64490,   630.31158,   632.52826,   630.64160,   631.80127,   581.00433,   636.00000,   996.00000,  1311.33643,  1750.00000,     0.00000,  2500.00000,     0.00000,  2500.00000,     0.00000
  62,   1,   1,   632.29999,   632.96387,   635.16852,   630.09155,   632.41821,   633.71521,     0.00000,   636.00000,   996.00000,  1385.90588,  2500.00000,     0.00000,  2500.00000,     0.00000,  2500.00000,     0.00000
  63,   1,   1,   632.29999,   631.19165,   629.21149,   632.29999,   630.08746,   630.39972,   568.98450,   636.00000,   996.00000,  1333.17224,  1750.00000,     0.00000,  2500.00000,     0.00000,  2500.00000,     0.00000
  64,   1,   1,   632.29999,   633.40833,   634.50842,   633.91937,   634.21802,   632.63556,   709.85046,   986.18274,   996.00000,  2098.53589,  1000.00000,     0.00000,  2500.00000,     0.00000,  2500.00000,     0.00000
  65,   1,   1,   632.29999,   631.19165,   630.09155,   630.68066,   631.19165,   630.14722,   572.84760,   636.00000,   996.00000,  1329.53784,  1750.00000,     0.00000,  2500.00000,     0.00000,  2500.00000,     0.00000
  66,   1,   1,   632.29999,   632.29999,   632.29999,   632.29999,   631.49030,   632.15271,   709.78113,  1015.40002,   996.00000,  2066.50000,  2562.87671,     0.00000,  2500.00000,     0.00000,  1000.00000,     0.00000
  67,   1,   1,   632.29999,   633.40833,   632.29999,   633.91937,   634.21802,   633.81042,  1277.39758,  2218.32544,   996.00000,  2655.19995,  3901.84155,     0.00000,  3487.94702,     0.00000,  2953.90454,     0.00000
  68,   1,   1,   632.29999,   631.19165,   634.50842,   630.68066,   632.29999,   631.34100,  1272.30725,  2214.73242,   996.00000,  1770.13330,  3891.04590,     0.00000,  2500.00000,     0.00000,  3035.24243,     0.00000
  69,   1,   1,   632.29999,   632.29999,   630.09155,   633.91937,   631.19165,   632.85419,  1274.77588,  2211.15015,   996.00000,  1774.16663,  3874.96362,     0.00000,  3047.05835,     0.00000,  2610.01172,     0.00000
  70,   1,   1,   632.29999,   633.40833,   632.52002,   632.88910,   634.51257,   633.25903,  1232.43188,  2207.57837,  1100.50061,  2767.12549,  2376.28931,     0.00000,  3456.62280,     0.00000,  3197.04883,     0.00000
  71,   1,   1,   632.29999,   631.19165,   635.38855,   631.71381,   631.19312,   630.64020,   709.25244,  2105.22314,   996.00000,  1687.09998,  1000.00000,     0.00000,  2500.00000,     0.00000,  3717.12427,     0.00000
  72,   1,   1,   632.29999,   632.29999,   632.19110,   630.67773,   631.19580,   632.85211,   709.20837,  1997.66553,  1019.49487,  2212.66675,  1750.00000,     0.00000,  2808.09668,     0.00000,  2500.00000,     0.00000
  73,   1,   1,   633.40009,   632.52002,   630.64490,   633.91937,   633.40686,   633.95844,     0.00000,   636.00000,   996.00000,  1770.13330,  1750.00000,     0.00000,  3547.03418,     0.00000,  2500.00000,     0.00000
  74,   1,   1,   631.19989,   634.06842,   631.86377,   630.68066,   632.29999,   630.08881,     0.00000,   636.00000,   996.00000,  1895.47449,  1832.38879,     0.00000,   661.69147,     0.00000,  2970.56567,     0.00000
  75,   1,   1,   632.29999,   630.31158,   631.19165,   632.81250,   630.63824,   632.30133,     0.00000,   636.00000,   996.00000,  2212.66675,  3633.99805,     0.00000,  1000.00000,     0.00000,   789.08289,     0.00000
  76,   1,   1,   632.29999,   632.29999,   633.91937,   632.30066,   633.66492,   633.95905,     0.00000,   636.00000,   996.00000,  2674.61157,  2323.52637,     0.00000,  1750.00000,     0.00000,  1202.81653,     0.00000
  77,   1,   1,   632.29999,   632.29999,   630.68066,   631.78687,   632.04376,   631.46912,     0.00000,   636.00000,   996.00000,  1691.62183,  1750.00000,     0.00000,   414.07956,     0.00000,  1750.00000,     0.00000
  78,   1,   1,   632.29999,   632.29999,   632.29999,   632.29999,   630.93506,   631.04596,     0.00000,   636.00000,   996.00000,  1687.09998,  1022.23633,     0.00000,  2500.00000,     0.00000,   789.62061,     0.00000
  79,   1,   1,   632.29999,   633.40833,   634.50842,   633.91937,   634.21802,   633.95996,     0.00000,   636.00000,  1101.70044,  2964.59180,  2500.00000,     0.00000,   425.43631,     0.00000,  1750.00000,     0.00000
