Varia por patamar?      ,    0,Unidade ,      m,     4,     1,  2037,
Varia por serie?        ,    0
# de agentes            ,   16
Estg,Ser.,Pat.,Point Rapids,Elf Rapids  ,Giant Rapids,McArthur    ,Dog Rapids  ,Cat Falls   ,London      ,Tall Rapids ,Madrid      ,Tin Falls   ,Toronto     ,Athens      ,EastSpruce  ,New Falls   ,Edmonton    ,Moscow      
  15,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70963,   253.96161,   184.34877,   233.98604,   159.00000,   140.96651,   109.88573,    85.15200,   168.50000,   258.47000
  16,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70966,   253.96112,   184.34790,   233.98511,   158.98410,   140.96883,   109.89783,    85.19401,   168.50000,   258.47000
  17,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70959,   253.96173,   184.34877,   233.98418,   159.00000,   140.96765,   109.75393,    85.19998,   168.50000,   258.47000
  18,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70952,   253.96233,   184.34877,   233.98325,   159.00000,   140.96201,   109.68864,    85.27989,   168.50000,   258.47000
  19,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70955,   253.96184,   184.34819,   233.98232,   159.00000,   140.93842,   109.59260,    85.27989,   168.50000,   258.47000
  20,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70958,   253.96135,   184.34599,   233.98138,   159.00000,   140.92506,   109.73576,    85.27989,   168.50000,   258.47000
  21,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70961,   253.96085,   184.34491,   233.98045,   159.00000,   140.92380,   109.88957,    85.07607,   168.50000,   258.47000
  22,   1,   1,   299.10001,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70964,   253.96036,   184.34520,   233.97952,   158.97993,   140.93155,   109.88977,    84.84705,   168.50000,   258.47000
  23,   1,   1,   299.10001,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70956,   253.96097,   184.34668,   233.97859,   158.97626,   140.95573,   109.85349,    85.06133,   168.50000,   258.47000
  24,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70950,   253.96158,   184.34816,   234.00000,   159.00000,   140.95456,   109.68864,    85.06140,   168.50000,   258.47000
  25,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70953,   253.96107,   184.34877,   233.99907,   159.00000,   140.93333,   109.89481,    85.22385,   168.50000,   258.47000
  26,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70956,   253.96059,   184.34590,   233.99814,   159.00000,   140.92778,   110.13622,    85.19636,   168.50000,   258.47000
  27,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70958,   253.96008,   184.34738,   233.99721,   159.00000,   140.93140,   110.29850,    85.23954,   168.50000,   258.47000
  28,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70952,   253.96069,   184.34877,   233.99628,   159.00000,   140.93161,   110.25806,    85.27989,   168.50000,   258.47000
  29,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70944,   253.96130,   184.34695,   233.99535,   159.00000,   140.93948,   110.33700,    85.24301,   168.50000,   258.47000
  30,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70947,   253.96082,   184.34807,   233.99442,   159.00000,   140.94873,   110.33700,    85.26112,   168.50000,   258.47000
  31,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70950,   253.96031,   184.34729,   233.99348,   159.00000,   140.96097,   110.33700,    85.27989,   168.50000,   258.47000
  32,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70953,   253.95982,   184.34877,   233.99255,   159.00000,   140.96973,   110.28741,    85.21666,   168.50000,   258.47000
  33,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70956,   253.95934,   184.34819,   233.99162,   159.00000,   140.96051,   110.33700,    85.16325,   168.50000,   258.47000
  34,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70959,   253.95883,   184.34671,   233.99069,   159.00000,   140.95047,   110.33700,    85.17429,   168.50000,   258.47000
  35,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70963,   253.95834,   184.34785,   233.98976,   159.00000,   140.95518,   110.31310,    85.19052,   168.50000,   258.47000
  36,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70966,   253.95786,   184.34729,   233.98883,   159.00000,   140.95624,   110.17943,    85.26541,   168.50000,   258.47000
  37,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70969,   253.95735,   184.34729,   233.98790,   158.99620,   140.95546,   110.33700,    85.27451,   168.50000,   258.47000
  38,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70969,   253.95712,   184.34877,   233.98697,   159.00000,   140.95456,   110.24933,    85.27989,   168.50000,   258.47000
  39,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70972,   253.95662,   184.34633,   233.98604,   159.00000,   140.96179,   110.31846,    85.27989,   168.50000,   258.47000
  40,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70975,   253.95613,   184.34781,   233.98511,   159.00000,   140.95934,   110.20202,    85.20782,   168.50000,   258.47000
  41,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70978,   253.95564,   184.34877,   233.98418,   159.00000,   140.95316,   110.33700,    85.20155,   168.50000,   258.47000
  42,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70972,   253.95624,   184.34877,   233.98325,   159.00000,   140.93082,   110.30386,    85.27989,   168.50000,   258.47000
  43,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70979,   253.95512,   184.34647,   233.98232,   159.00000,   140.90582,   110.31560,    85.23840,   168.50000,   258.47000
  44,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70984,   253.95444,   184.34590,   233.98138,   159.00000,   140.89156,   110.31342,    85.27989,   168.50000,   258.47000
  45,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70993,   253.95332,   184.34122,   233.98045,   159.00000,   140.87535,   110.28712,    85.25684,   168.50000,   258.47000
  46,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.71004,   253.95195,   184.33832,   233.97952,   159.00000,   140.87425,   110.29791,    85.13570,   168.50000,   258.47000
  47,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70998,   253.95256,   184.33980,   233.97859,   158.98335,   140.88113,   110.33700,    85.27982,   168.50000,   258.47000
  48,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70990,   253.95316,   184.34128,   233.97766,   159.00000,   140.87648,   110.33700,    85.27989,   168.50000,   258.47000
  49,   1,   1,   299.10001,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70984,   253.95377,   184.34276,   233.97673,   159.00000,   140.84737,   110.26220,    85.27310,   168.50000,   258.47000
  50,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70976,   253.95438,   184.34424,   233.97580,   159.00000,   140.84398,   110.31213,    85.27989,   168.50000,   258.47000
  51,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70969,   253.95499,   184.34572,   233.97487,   159.00000,   140.83954,   110.22887,    85.23547,   168.50000,   258.47000
  52,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70963,   253.95558,   184.34720,   233.97394,   159.00000,   140.83047,   110.19857,    85.27989,   168.50000,   258.47000
  53,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70955,   253.95619,   184.34868,   233.97301,   159.00000,   140.81789,   110.30575,    85.27989,   168.50000,   258.47000
  54,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70947,   253.95680,   184.34877,   233.97209,   159.00000,   140.81430,   110.33700,    85.20770,   168.50000,   258.47000
  55,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70950,   253.95630,   184.34721,   233.97116,   159.00000,   140.80138,   110.33700,    85.22083,   168.50000,   258.47000
  56,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70953,   253.95581,   184.34869,   233.97023,   159.00000,   140.79375,   110.33147,    85.20511,   168.50000,   258.47000
  57,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70956,   253.95532,   184.34869,   233.96930,   159.00000,   140.78996,   110.33167,    85.22455,   168.50000,   258.47000
  58,   1,   1,   299.10001,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70959,   253.95483,   184.34877,   233.96837,   159.00000,   140.79114,   110.33187,    85.22462,   168.50000,   258.47000
  59,   1,   1,   299.10001,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70953,   253.95543,   184.34669,   233.96744,   159.00000,   140.79491,   110.33208,    85.14952,   168.50000,   258.47000
  60,   1,   1,   299.10199,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70946,   253.95604,   184.34273,   233.96651,   158.95441,   140.79877,   110.33700,    85.09129,   168.50000,   258.47000
  61,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70947,   253.95575,   184.34421,   233.96558,   158.97102,   140.80661,   110.33700,    85.09137,   168.50000,   258.47000
  62,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70940,   253.95636,   184.34569,   233.96465,   158.98434,   140.79324,   110.26088,    85.09144,   168.50000,   258.47000
  63,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70941,   253.95609,   184.34717,   233.96371,   159.00000,   140.78899,   110.24200,    85.09151,   168.50000,   258.47000
  64,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70944,   253.95558,   184.34729,   233.96278,   158.98180,   140.79456,   110.12771,    85.09159,   168.50000,   258.47000
  65,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70944,   253.95531,   184.34877,   233.96185,   159.00000,   140.79678,   109.95618,    85.09167,   168.50000,   258.47000
  66,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70947,   253.95482,   184.34877,   233.96092,   159.00000,   140.78442,   109.88165,    85.27989,   168.50000,   258.47000
  67,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70959,   253.95345,   184.34407,   233.95999,   159.00000,   140.76486,   109.79824,    85.24782,   168.50000,   258.47000
  68,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70970,   253.95207,   184.33940,   233.95906,   159.00000,   140.74876,   109.97650,    85.27989,   168.50000,   258.47000
  69,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70981,   253.95071,   184.33473,   233.95813,   159.00000,   140.72481,   110.08366,    85.27989,   168.50000,   258.47000
  70,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70992,   253.94940,   184.33008,   233.95279,   159.00000,   140.72021,   110.09895,    85.27142,   168.50000,   258.47000
  71,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70995,   253.94891,   184.32584,   233.95186,   159.00000,   140.73792,   110.04841,    85.21483,   168.50000,   258.47000
  72,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70998,   253.94843,   184.32201,   233.94995,   159.00000,   140.73842,   109.83768,    85.22263,   168.50000,   258.47000
  73,   1,   1,   299.10001,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70990,   253.94904,   184.32349,   233.94902,   159.00000,   140.74271,   109.60928,    85.27989,   168.50000,   258.47000
  74,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70982,   253.94963,   184.32497,   233.94809,   159.00000,   140.74229,   109.75002,    85.27989,   168.50000,   258.47000
  75,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70976,   253.95024,   184.32645,   233.94716,   159.00000,   140.72322,   109.90195,    85.27248,   168.50000,   258.47000
  76,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70969,   253.95085,   184.32793,   233.94623,   159.00000,   140.72302,   110.10848,    85.26592,   168.50000,   258.47000
  77,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70963,   253.95146,   184.32941,   233.94530,   159.00000,   140.73134,   110.33700,    85.23248,   168.50000,   258.47000
  78,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70955,   253.95206,   184.33089,   233.94437,   159.00000,   140.73897,   110.22328,    85.23779,   168.50000,   258.47000
  79,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70947,   253.95267,   184.33237,   233.93898,   158.99992,   140.73264,   110.33700,    85.27989,   168.50000,   258.47000
  80,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70941,   253.95328,   184.33385,   233.93358,   159.00000,   140.74100,   110.29260,    85.27989,   168.50000,   258.47000
  81,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70934,   253.95389,   184.33292,   233.92816,   159.00000,   140.74268,   110.22583,    85.16422,   168.50000,   258.47000
  82,   1,   1,   299.10001,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70926,   253.95448,   184.33234,   233.92271,   159.00000,   140.73579,   110.33700,    85.22073,   168.50000,   258.47000
  83,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70920,   253.95509,   184.33199,   233.91725,   159.00000,   140.74042,   110.30402,    85.27989,   168.50000,   258.47000
  84,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70912,   253.95570,   184.33229,   233.91176,   159.00000,   140.74113,   110.22790,    85.24872,   168.50000,   258.47000
  85,   1,   1,   299.10001,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70906,   253.95631,   184.33365,   233.90625,   159.00000,   140.74718,   110.20902,    85.14678,   168.50000,   258.47000
  86,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70898,   253.95691,   184.33392,   233.90073,   158.93314,   140.75876,   110.11382,    85.09159,   168.50000,   258.47000
  87,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70891,   253.95752,   184.33540,   233.89980,   159.00000,   140.77104,   110.01861,    85.18574,   168.50000,   258.47000
  88,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70885,   253.95813,   184.33456,   233.89424,   159.00000,   140.75829,   109.95121,    85.27989,   168.50000,   258.47000
  89,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70877,   253.95874,   184.33604,   233.88867,   159.00000,   140.77290,   109.96722,    85.13840,   168.50000,   258.47000
  90,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70869,   253.95934,   184.33617,   233.88307,   159.00000,   140.78481,   109.85294,    84.90230,   168.50000,   258.47000
  91,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70863,   253.95995,   184.33134,   233.87744,   158.98610,   140.79169,   109.59847,    84.69778,   168.50000,   258.47000
  92,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70856,   253.96056,   184.32654,   233.87181,   158.95398,   140.81381,   109.36236,    84.78427,   168.50000,   258.47000
  93,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70850,   253.96117,   184.32173,   233.86615,   159.00000,   140.83524,   109.26716,    84.66731,   168.50000,   258.47000
  94,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70842,   253.96176,   184.31693,   233.86046,   158.96973,   140.84286,   109.07359,    84.68754,   168.50000,   258.47000
  95,   1,   1,   299.10001,   284.62000,   274.17001,   254.81000,   247.49001,   229.21001,   216.70834,   253.96237,   184.31212,   233.85475,   158.93713,   140.87688,   108.87978,    84.88097,   168.50000,   258.47000
  96,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70837,   253.96188,   184.30733,   233.84903,   158.91368,   140.91792,   108.60928,    85.06230,   168.50000,   258.47000
  97,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70840,   253.96138,   184.30435,   233.84328,   159.00000,   140.95131,   108.33495,    84.96272,   168.50000,   258.47000
  98,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70844,   253.96089,   184.30583,   233.85983,   159.00000,   140.92108,   108.41373,    85.12560,   168.50000,   258.47000
  99,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70847,   253.96040,   184.30731,   233.87579,   159.00000,   140.89392,   108.85912,    85.08216,   168.50000,   258.47000
 100,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70840,   253.96100,   184.30879,   233.90170,   158.98824,   140.87096,   109.28920,    85.03769,   168.50000,   258.47000
 101,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70833,   253.96161,   184.31027,   233.91879,   159.00000,   140.84836,   109.67954,    84.99224,   168.50000,   258.47000
 102,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70825,   253.96222,   184.31175,   233.91786,   159.00000,   140.83269,   110.03445,    84.94589,   168.50000,   258.47000
 103,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70828,   253.96173,   184.31323,   233.91693,   158.96806,   140.82370,   110.33700,    84.89872,   168.50000,   258.47000
 104,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70822,   253.96233,   184.31471,   233.91600,   158.98363,   140.83727,   110.22410,    84.80877,   168.50000,   258.47000
 105,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70825,   253.96184,   184.31619,   233.93111,   159.00000,   140.82367,   110.33700,    84.91653,   168.50000,   258.47000
 106,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70818,   253.96245,   184.31767,   233.93719,   159.00000,   140.81261,   110.33372,    84.92121,   168.50000,   258.47000
 107,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70810,   253.96304,   184.31915,   233.94267,   159.00000,   140.80875,   110.30791,    84.94073,   168.50000,   258.47000
 108,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70813,   253.96255,   184.32063,   233.95290,   159.00000,   140.80806,   110.24081,    85.03488,   168.50000,   258.47000
 109,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70816,   253.96207,   184.32210,   233.96497,   159.00000,   140.80736,   110.14561,    85.12520,   168.50000,   258.47000
 110,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70819,   253.96156,   184.32358,   233.97673,   159.00000,   140.80666,   110.05041,    85.21634,   168.50000,   258.47000
 111,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70813,   253.96217,   184.32506,   233.98840,   159.00000,   140.79741,   109.97428,    85.27941,   168.50000,   258.47000
 112,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70816,   253.96169,   184.32654,   234.00000,   159.00000,   140.80525,   109.93633,    85.27989,   168.50000,   258.47000
 113,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70819,   253.96118,   184.32802,   234.00000,   159.00000,   140.79166,   110.05832,    85.27404,   168.50000,   258.47000
 114,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70811,   253.96179,   184.32950,   234.00000,   159.00000,   140.77071,   110.12340,    85.27989,   168.50000,   258.47000
 115,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70815,   253.96130,   184.32487,   233.99907,   159.00000,   140.74562,   110.16751,    85.19849,   168.50000,   258.47000
 116,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70818,   253.96080,   184.32025,   233.99814,   159.00000,   140.72125,   110.15018,    85.27989,   168.50000,   258.47000
 117,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70821,   253.96031,   184.32057,   233.99721,   159.00000,   140.71199,   110.09725,    85.21832,   168.50000,   258.47000
 118,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70824,   253.95982,   184.32004,   233.99628,   158.98534,   140.71434,   109.90623,    85.14548,   168.50000,   258.47000
 119,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70827,   253.95932,   184.32152,   233.99582,   159.00000,   140.74113,   109.83869,    85.23737,   168.50000,   258.47000
 120,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70819,   253.95993,   184.32300,   233.99532,   158.98567,   140.74519,   109.55396,    85.19272,   168.50000,   258.47000
 121,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70822,   253.95944,   184.32448,   233.99438,   159.00000,   140.72435,   109.68273,    84.97285,   168.50000,   258.47000
 122,   1,   1,   299.10394,   284.62396,   274.17133,   254.81400,   247.49001,   229.21001,   216.70825,   253.95894,   184.32596,   233.99345,   158.98161,   140.69763,   109.97739,    84.72709,   168.50000,   258.47000
 123,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70828,   253.95845,   184.32744,   233.99329,   158.99516,   140.68224,   110.23171,    84.65191,   168.50000,   258.47000
 124,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70821,   253.95906,   184.32892,   233.99312,   159.00000,   140.66994,   110.31441,    84.75285,   168.50000,   258.47000
 125,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70815,   253.95967,   184.33040,   233.99219,   159.00000,   140.65976,   110.31461,    84.94107,   168.50000,   258.47000
 126,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70807,   253.96027,   184.33188,   234.00000,   159.00000,   140.66765,   110.27714,    85.12930,   168.50000,   258.47000
 127,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70810,   253.95978,   184.33336,   233.99916,   158.98730,   140.65073,   110.33700,    85.27989,   168.50000,   258.47000
 128,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70804,   253.96039,   184.33484,   234.00000,   159.00000,   140.64520,   110.33700,    85.14492,   168.50000,   258.47000
 129,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70796,   253.96100,   184.33630,   233.99916,   159.00000,   140.61937,   110.26000,    85.22842,   168.50000,   258.47000
