Varia por patamar?      ,    0,Unidade ,      m,     4,     1,  2037,
Varia por serie?        ,    0
# de agentes            ,   16
Estg,Ser.,Pat.,Point Rapids,Elf Rapids  ,Giant Rapids,McArthur    ,Dog Rapids  ,Cat Falls   ,London      ,Tall Rapids ,Madrid      ,Tin Falls   ,Toronto     ,Athens      ,EastSpruce  ,New Falls   ,Edmonton    ,Moscow      
  11,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70988,   253.95943,   184.34729,   233.99744,   159.00000,   140.97983,   110.18758,    85.24190,   168.50000,   258.47000
  12,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70982,   253.96004,   184.34877,   234.00000,   159.00000,   140.97508,   110.21417,    85.19509,   168.50000,   258.47000
  13,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70975,   253.96063,   184.34863,   234.00000,   159.00000,   140.98294,   110.29814,    85.16135,   168.50000,   258.47000
  14,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70967,   253.96124,   184.34877,   234.00000,   159.00000,   140.99078,   110.29834,    85.18184,   168.50000,   258.47000
  15,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70961,   253.96185,   184.34877,   234.00000,   159.00000,   141.00613,   110.33700,    85.07696,   168.50000,   258.47000
  16,   1,   1,   299.10001,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70953,   253.96246,   184.34393,   233.99907,   158.97670,   141.02269,   110.30190,    85.02395,   168.50000,   258.47000
  17,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70947,   253.96306,   184.34541,   234.00000,   158.99724,   141.02203,   110.33700,    84.99707,   168.50000,   258.47000
  18,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70940,   253.96367,   184.34689,   234.00000,   159.00000,   141.01695,   110.27479,    85.00191,   168.50000,   258.47000
  19,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70952,   253.96222,   184.34207,   234.00000,   159.00000,   140.99229,   110.05368,    85.03426,   168.50000,   258.47000
  20,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70963,   253.96078,   184.33725,   234.00000,   159.00000,   140.97995,   110.06691,    85.21629,   168.50000,   258.47000
  21,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70975,   253.95934,   184.33243,   233.97041,   158.96423,   140.97278,   110.20958,    85.22810,   168.50000,   258.47000
  22,   1,   1,   299.10001,   284.62000,   274.17001,   254.81000,   247.49001,   229.21001,   216.70987,   253.95789,   184.32762,   233.96512,   158.89627,   140.98010,   110.33216,    85.01809,   168.50000,   258.47000
  23,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70982,   253.95810,   184.32910,   233.96419,   158.91830,   141.01526,   110.29106,    85.23269,   168.50000,   258.47000
  24,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70976,   253.95871,   184.33058,   233.96326,   158.96317,   141.00002,   110.33700,    85.27451,   168.50000,   258.47000
  25,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70969,   253.95932,   184.32948,   233.97157,   159.00000,   141.00104,   110.29904,    85.27989,   168.50000,   258.47000
  26,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70966,   253.95949,   184.33096,   233.97260,   158.99106,   141.01025,   110.32817,    85.23375,   168.50000,   258.47000
  27,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70963,   253.95970,   184.33244,   233.97166,   158.98242,   141.01588,   110.29726,    85.21906,   168.50000,   258.47000
  28,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70955,   253.96031,   184.33392,   233.98074,   158.97408,   141.02153,   110.28539,    85.18777,   168.50000,   258.47000
  29,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70952,   253.96051,   184.33540,   233.98201,   158.98480,   141.02397,   110.33191,    85.18190,   168.50000,   258.47000
  30,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70944,   253.96112,   184.33688,   233.99147,   158.98206,   141.02644,   110.33700,    85.14844,   168.50000,   258.47000
  31,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70947,   253.96063,   184.33249,   233.99069,   159.00000,   141.03648,   110.33700,    85.16765,   168.50000,   258.47000
  32,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70946,   253.96066,   184.33397,   234.00000,   159.00000,   141.02274,   110.30840,    85.15468,   168.50000,   258.47000
  33,   1,   1,   299.10001,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70938,   253.96127,   184.33545,   234.00000,   159.00000,   141.01317,   110.30422,    85.09831,   168.50000,   258.47000
  34,   1,   1,   299.10001,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70937,   253.96127,   184.33693,   233.99907,   159.00000,   141.02101,   110.21738,    85.19865,   168.50000,   258.47000
  35,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70934,   253.96149,   184.33841,   233.99814,   159.00000,   141.02031,   110.23667,    85.27989,   168.50000,   258.47000
  36,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70930,   253.96170,   184.33989,   233.99721,   159.00000,   141.01750,   110.33700,    85.18589,   168.50000,   258.47000
  37,   1,   1,   299.10001,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70929,   253.96161,   184.34137,   233.99628,   159.00000,   141.02534,   110.33700,    85.23116,   168.50000,   258.47000
  38,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70927,   253.96172,   184.34285,   233.99535,   159.00000,   141.03568,   110.33566,    85.21150,   168.50000,   258.47000
  39,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70930,   253.96123,   184.34433,   233.99442,   159.00000,   141.04227,   110.31112,    85.23429,   168.50000,   258.47000
  40,   1,   1,   299.10001,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70923,   253.96184,   184.34581,   233.99123,   158.96634,   141.05548,   110.19868,    85.16080,   168.50000,   258.47000
  41,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70917,   253.96243,   184.34729,   233.99030,   158.97008,   141.04263,   110.29944,    85.25462,   168.50000,   258.47000
  42,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70909,   253.96304,   184.34877,   234.00000,   159.00000,   141.00977,   110.33700,    85.27989,   168.50000,   258.47000
  43,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70923,   253.96143,   184.34393,   233.97050,   158.97426,   140.97275,   110.30092,    85.20747,   168.50000,   258.47000
  44,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70935,   253.95981,   184.33911,   233.94095,   158.94849,   140.96323,   110.31087,    85.27989,   168.50000,   258.47000
  45,   1,   1,   299.10001,   284.62396,   274.17212,   254.81000,   247.49001,   229.21001,   216.70949,   253.95819,   184.33412,   233.91136,   158.92270,   140.95367,   110.32116,    85.22964,   168.50000,   258.47000
  46,   1,   1,   299.10001,   284.62000,   274.17001,   254.81000,   247.49001,   229.21001,   216.70963,   253.95657,   184.32913,   233.90585,   158.89235,   140.94408,   110.33180,    85.17940,   168.50000,   258.47000
  47,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70966,   253.95607,   184.32472,   233.90492,   158.91374,   140.97926,   110.33700,    85.27110,   168.50000,   258.47000
  48,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70958,   253.95668,   184.32620,   233.91225,   158.93440,   140.96454,   110.31201,    85.11904,   168.50000,   258.47000
  49,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70961,   253.95619,   184.32768,   233.92149,   158.92918,   140.95129,   110.26175,    85.06978,   168.50000,   258.47000
  50,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70953,   253.95680,   184.32916,   233.93050,   158.93805,   140.95122,   110.24287,    85.06591,   168.50000,   258.47000
  51,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70947,   253.95740,   184.33064,   233.93944,   158.95769,   140.93913,   110.16675,    85.06598,   168.50000,   258.47000
  52,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70940,   253.95801,   184.33212,   233.94987,   158.97675,   140.93338,   110.14787,    85.06606,   168.50000,   258.47000
  53,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70940,   253.95789,   184.33360,   233.95778,   158.97307,   140.92043,   110.33700,    85.01380,   168.50000,   258.47000
  54,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70932,   253.95850,   184.33508,   233.96718,   158.98897,   140.91098,   110.33680,    84.89864,   168.50000,   258.47000
  55,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70926,   253.95911,   184.33656,   233.97641,   159.00000,   140.89737,   110.33700,    84.89872,   168.50000,   258.47000
  56,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70918,   253.95972,   184.33734,   233.98553,   158.99425,   140.89459,   110.24098,    84.91400,   168.50000,   258.47000
  57,   1,   1,   299.10001,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70911,   253.96031,   184.33882,   233.98462,   159.00000,   140.88585,   110.16486,    84.97493,   168.50000,   258.47000
  58,   1,   1,   299.10001,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70905,   253.96092,   184.33899,   233.99100,   159.00000,   140.87541,   110.26047,    84.91930,   168.50000,   258.47000
  59,   1,   1,   299.10001,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70908,   253.96043,   184.34047,   234.00000,   159.00000,   140.87471,   110.33700,    84.79565,   168.50000,   258.47000
  60,   1,   1,   299.10001,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70906,   253.96042,   184.34195,   233.99907,   158.98604,   140.87354,   110.24179,    84.72047,   168.50000,   258.47000
  61,   1,   1,   299.10001,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70901,   253.96063,   184.34343,   233.99814,   158.98250,   140.87096,   110.14659,    84.93449,   168.50000,   258.47000
  62,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70895,   253.96124,   184.34491,   233.99721,   159.00000,   140.87784,   110.03230,    84.93457,   168.50000,   258.47000
  63,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70888,   253.96185,   184.34639,   233.99628,   158.99055,   140.87402,   109.86077,    85.12280,   168.50000,   258.47000
  64,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70882,   253.96246,   184.34787,   233.99535,   159.00000,   140.88315,   109.74648,    85.18574,   168.50000,   258.47000
  65,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70874,   253.96306,   184.34729,   234.00000,   158.99788,   140.88837,   109.55586,    85.27989,   168.50000,   258.47000
  66,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70866,   253.96367,   184.34877,   233.99907,   159.00000,   140.87918,   109.66733,    85.27989,   168.50000,   258.47000
  67,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70880,   253.96205,   184.34259,   233.96957,   158.96989,   140.85197,   109.50951,    84.87856,   168.50000,   258.47000
  68,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70894,   253.96043,   184.33650,   233.94002,   158.93976,   140.85019,   109.54449,    84.81321,   168.50000,   258.47000
  69,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70906,   253.95882,   184.33168,   233.91974,   158.90956,   140.84821,   109.54544,    84.74780,   168.50000,   258.47000
  70,   1,   1,   299.10001,   284.62000,   274.17001,   254.81000,   247.49001,   229.21001,   216.70920,   253.95720,   184.32687,   233.91426,   158.87932,   140.84601,   109.54878,    84.68240,   168.50000,   258.47000
  71,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70923,   253.95670,   184.32835,   233.90877,   158.94180,   140.84021,   109.75665,    85.05769,   168.50000,   258.47000
  72,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70926,   253.95621,   184.32983,   233.90784,   158.95908,   140.82637,   109.85874,    85.27989,   168.50000,   258.47000
  73,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70929,   253.95572,   184.33131,   233.91235,   158.96919,   140.82123,   110.10472,    85.26396,   168.50000,   258.47000
  74,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70932,   253.95522,   184.33279,   233.92264,   158.98558,   140.81471,   110.27590,    85.21773,   168.50000,   258.47000
  75,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70929,   253.95543,   184.33427,   233.94301,   159.00000,   140.81833,   110.17477,    85.22478,   168.50000,   258.47000
  76,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70921,   253.95604,   184.33575,   233.94208,   159.00000,   140.82050,   110.24207,    85.24786,   168.50000,   258.47000
  77,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70914,   253.95665,   184.33723,   233.94115,   158.98473,   140.83652,   110.27515,    85.21975,   168.50000,   258.47000
  78,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70908,   253.95726,   184.33871,   233.94022,   159.00000,   140.84634,   110.28281,    85.20866,   168.50000,   258.47000
  79,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70911,   253.95676,   184.34019,   233.93483,   158.98511,   140.85172,   110.33700,    85.16563,   168.50000,   258.47000
  80,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70914,   253.95627,   184.34167,   233.92941,   159.00000,   140.86147,   110.33700,    85.14938,   168.50000,   258.47000
  81,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70917,   253.95578,   184.34109,   233.92397,   159.00000,   140.86624,   110.14639,    85.11861,   168.50000,   258.47000
  82,   1,   1,   299.10199,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70920,   253.95528,   184.34033,   233.91850,   158.99921,   140.87408,   110.21120,    85.27989,   168.50000,   258.47000
  83,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70923,   253.95479,   184.34166,   233.91302,   159.00000,   140.88329,   110.28583,    85.24072,   168.50000,   258.47000
  84,   1,   1,   299.10001,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70926,   253.95430,   184.34093,   233.90753,   159.00000,   140.87303,   110.33700,    85.20841,   168.50000,   258.47000
  85,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70918,   253.95491,   184.33980,   233.90199,   158.98410,   140.87315,   110.33700,    85.21249,   168.50000,   258.47000
  86,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70911,   253.95551,   184.34035,   233.89645,   159.00000,   140.88017,   110.23007,    85.23807,   168.50000,   258.47000
  87,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70905,   253.95612,   184.33990,   233.89088,   159.00000,   140.88351,   110.33700,    85.27989,   168.50000,   258.47000
  88,   1,   1,   299.10394,   284.62274,   274.17001,   254.81400,   247.49001,   229.21001,   216.70897,   253.95673,   184.33983,   233.88530,   159.00000,   140.87975,   110.18710,    85.25880,   168.50000,   258.47000
  89,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70889,   253.95734,   184.33926,   233.86519,   159.00000,   140.89438,   110.11549,    85.25887,   168.50000,   258.47000
  90,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70883,   253.95793,   184.33543,   233.79880,   159.00000,   140.90157,   109.92487,    85.27989,   168.50000,   258.47000
  91,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70891,   253.95691,   184.33063,   233.76906,   159.00000,   140.87715,   109.65867,    85.19089,   168.50000,   258.47000
  92,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70897,   253.95604,   184.32581,   233.76323,   159.00000,   140.86954,   109.73133,    85.17165,   168.50000,   258.47000
  93,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70905,   253.95502,   184.32100,   233.75740,   159.00000,   140.87439,   109.73333,    85.04626,   168.50000,   258.47000
  94,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70914,   253.95393,   184.31621,   233.75157,   159.00000,   140.87849,   109.63389,    84.95943,   168.50000,   258.47000
  95,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70906,   253.95453,   184.31140,   233.75064,   158.97771,   140.90573,   109.64088,    85.17131,   168.50000,   258.47000
  96,   1,   1,   299.10394,   284.62396,   274.17001,   254.81000,   247.49001,   229.21001,   216.70909,   253.95404,   184.31190,   233.75000,   158.98157,   140.93785,   109.43741,    85.26546,   168.50000,   258.47000
  97,   1,   1,   299.10394,   284.62000,   274.17001,   254.81000,   247.49001,   229.21001,   216.70912,   253.95355,   184.31339,   233.75000,   159.00000,   140.95131,   109.36942,    85.11933,   168.50000,   258.47000
  98,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70906,   253.95416,   184.31487,   233.75000,   159.00000,   140.93814,   109.41338,    85.13128,   168.50000,   258.47000
  99,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70898,   253.95476,   184.31635,   233.75000,   159.00000,   140.92885,   109.67751,    85.08580,   168.50000,   258.47000
 100,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70891,   253.95537,   184.31783,   233.77702,   158.97319,   140.93794,   109.90398,    85.03969,   168.50000,   258.47000
 101,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70885,   253.95598,   184.31931,   233.80405,   158.99135,   140.94179,   109.99707,    84.99306,   168.50000,   258.47000
 102,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70877,   253.95659,   184.32079,   233.81740,   159.00000,   140.93637,   110.16685,    84.94611,   168.50000,   258.47000
 103,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70869,   253.95718,   184.32227,   233.83018,   158.96272,   140.93437,   110.33700,    84.89872,   168.50000,   258.47000
 104,   1,   1,   299.10001,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70863,   253.95779,   184.32375,   233.84288,   158.98174,   140.94885,   110.22271,    84.90337,   168.50000,   258.47000
 105,   1,   1,   299.10001,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70859,   253.95801,   184.32523,   233.86992,   159.00000,   140.95178,   110.03210,    85.11774,   168.50000,   258.47000
 106,   1,   1,   299.10001,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70862,   253.95753,   184.32671,   233.86899,   159.00000,   140.95586,   110.10634,    85.27989,   168.50000,   258.47000
 107,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70863,   253.95718,   184.32819,   233.89394,   159.00000,   140.95505,   110.03046,    85.26682,   168.50000,   258.47000
 108,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70866,   253.95668,   184.32967,   233.89865,   159.00000,   140.95435,   110.20129,    85.27989,   168.50000,   258.47000
 109,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70869,   253.95619,   184.33115,   233.90443,   158.98241,   140.95789,   110.28947,    85.22141,   168.50000,   258.47000
 110,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70863,   253.95680,   184.33263,   233.91635,   158.96486,   140.97028,   110.33627,    85.03333,   168.50000,   258.47000
 111,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70856,   253.95741,   184.33411,   233.92822,   158.98480,   140.98071,   110.24107,    84.88187,   168.50000,   258.47000
 112,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70850,   253.95801,   184.33559,   233.94032,   159.00000,   140.98361,   110.14587,    84.81110,   168.50000,   258.47000
 113,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70842,   253.95862,   184.33707,   233.95267,   158.97345,   140.97604,   110.25025,    84.77770,   168.50000,   258.47000
 114,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70834,   253.95923,   184.33855,   233.96523,   159.00000,   140.97012,   110.21712,    84.78226,   168.50000,   258.47000
 115,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70847,   253.95782,   184.33388,   233.93327,   159.00000,   140.95639,   110.03547,    84.60558,   168.50000,   258.47000
 116,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70857,   253.95639,   184.33221,   233.91153,   159.00000,   140.96101,   109.88042,    84.57322,   168.50000,   258.47000
 117,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70869,   253.95494,   184.33005,   233.90602,   158.98802,   140.95801,   109.91454,    84.50905,   168.50000,   258.47000
 118,   1,   1,   299.10001,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70882,   253.95351,   184.32944,   233.90050,   158.95784,   140.95541,   110.06405,    84.34457,   168.50000,   258.47000
 119,   1,   1,   299.10001,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70874,   253.95410,   184.33092,   233.89494,   158.95692,   140.98643,   110.26226,    84.41991,   168.50000,   258.47000
 120,   1,   1,   299.10001,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70866,   253.95471,   184.33240,   233.89401,   158.90976,   141.00565,   110.33700,    84.38647,   168.50000,   258.47000
 121,   1,   1,   299.10394,   284.62000,   274.17212,   254.81400,   247.49001,   229.21001,   216.70863,   253.95493,   184.33388,   233.89308,   158.93112,   140.99556,   110.20567,    84.36538,   168.50000,   258.47000
 122,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70860,   253.95511,   184.33536,   233.89215,   158.95177,   140.98083,   110.29034,    84.45953,   168.50000,   258.47000
 123,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70857,   253.95532,   184.33684,   233.89972,   158.97173,   140.96803,   110.28670,    84.64775,   168.50000,   258.47000
 124,   1,   1,   299.10394,   284.62396,   274.17001,   254.81400,   247.49001,   229.21001,   216.70850,   253.95592,   184.33832,   233.91130,   158.99036,   140.97057,   110.23375,    84.83598,   168.50000,   258.47000
 125,   1,   1,   299.10394,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70847,   253.95615,   184.33980,   233.92297,   159.00000,   140.96992,   110.14788,    85.00539,   168.50000,   258.47000
 126,   1,   1,   299.10001,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70839,   253.95674,   184.34128,   233.93475,   159.00000,   140.97557,   110.24912,    85.06606,   168.50000,   258.47000
 127,   1,   1,   299.10394,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70836,   253.95695,   184.34276,   233.94661,   159.00000,   140.97037,   110.33700,    84.89872,   168.50000,   258.47000
 128,   1,   1,   299.10001,   284.62396,   274.17212,   254.81400,   247.49001,   229.21001,   216.70833,   253.95717,   184.34424,   233.95802,   159.00000,   140.96376,   110.29512,    84.87762,   168.50000,   258.47000
 129,   1,   1,   299.10001,   284.62000,   274.17001,   254.81400,   247.49001,   229.21001,   216.70825,   253.95778,   184.34572,   233.96919,   159.00000,   140.94890,   110.28475,    84.91429,   168.50000,   258.47000
