Varia por patamar?      ,    0,Unidade ,   m3/s,     4,     1,  2037,
Varia por serie?        ,    0
# de agentes            ,   16
Estg,Ser.,Pat.,PoR U1      ,Elf RapidsU1,GR U1       ,McA U1      ,DR U1       ,CF U1       ,TalR U1     ,MadridU1    ,TF U1       ,Tor U1      ,Ath U1 E    ,Ath U2 R    ,ES U1 E     ,ES U2 R     ,NeF U1 E    ,NeF U2 R    
  57,   1,   1,   633.40009,   632.52002,   632.52002,   634.65344,   631.63171,   631.74652,   710.13947,   636.00000,   996.00000,  1687.09998,   994.95068,     0.00000,  1000.00000,     0.00000,  4309.03809,     0.00000
  58,   1,   1,   632.29999,   633.18011,   634.28839,   629.21149,   631.93243,   633.59003,   710.09528,   636.00000,   996.00000,  1687.09998,  4010.00952,     0.00000,  1750.00000,     0.00000,   801.59137,     0.00000
  59,   1,   1,   632.29999,   632.29999,   632.07996,   632.29999,   631.86407,   633.80939,     0.00000,  1476.77271,   996.00000,  1830.93518,  2500.00000,     0.00000,  4065.50146,     0.00000,  1000.00000,     0.00000
  60,   1,   1,   631.19989,   632.07996,   630.31158,   632.29999,   632.29999,   631.78210,     0.00000,   719.03333,  1093.01709,  1543.26489,  1000.00000,     0.00000,  2500.00000,     0.00000,  4066.19897,     0.00000
  61,   1,   1,   632.29999,   630.31158,   633.91937,   632.29999,   631.19165,   630.79266,     0.00000,  1587.67590,   996.00000,  1687.09998,  1742.12244,     0.00000,  2500.00000,     0.00000,  1000.00000,     0.00000
  62,   1,   1,   632.29999,   632.29999,   632.30212,   634.50842,   634.51257,   633.18762,     0.00000,  2214.07373,  1103.26221,  2073.92871,  2500.00000,     0.00000,  1000.00000,     0.00000,  1000.00000,     0.00000
  63,   1,   1,   632.29999,   632.29999,   630.67853,   630.31158,   631.30170,   631.74585,     0.00000,  1735.65613,  1103.76392,  1307.41162,  1289.04504,     0.00000,  1000.00000,     0.00000,  2743.81958,     0.00000
  64,   1,   1,   632.29999,   632.29999,   632.29999,   635.38855,   632.85004,   631.74652,   710.32288,  2208.34204,  1104.26770,  1687.09998,   984.78314,     0.00000,  2178.55103,     0.00000,   791.49249,     0.00000
  65,   1,   1,   632.29999,   633.40833,   632.29999,   632.07996,   634.84259,   632.90710,     0.00000,   636.00000,  1104.77332,  1279.40173,  3701.70923,     0.00000,  1000.00000,     0.00000,   789.24829,     0.00000
  66,   1,   1,   632.29999,   631.19165,   632.29999,   629.21149,   629.53741,   632.07587,     0.00000,   636.00000,  1105.28101,  1770.13330,  1000.00000,     0.00000,  2743.97754,     0.00000,  1750.00000,     0.00000
  67,   1,   1,   632.29999,   633.40833,   633.91937,   634.50842,   632.96826,   634.95190,  1327.61646,  2296.02124,  1105.79065,  3982.80005,  4140.00000,     0.00000,  3943.34937,     0.00000,  4556.45020,     0.00000
  68,   1,   1,   632.29999,   631.19165,   632.30212,   630.09155,   632.29999,   631.08435,  1323.99048,  2295.92944,  1106.30212,  3982.80005,  4140.00000,     0.00000,  3958.71875,     0.00000,  4571.83838,     0.00000
  69,   1,   1,   632.29999,   633.40833,   633.10699,   635.25018,   632.67090,   631.25287,  1323.89380,  2247.04590,  1106.81580,  3982.80005,  4060.14746,     0.00000,  3971.65820,     0.00000,  4660.00000,     0.00000
  70,   1,   1,   632.29999,   631.19165,   633.18011,   633.76947,   634.50983,   633.73975,  1323.79700,  2295.80200,  1107.33130,  3982.80005,  4070.65308,     0.00000,  3978.80518,     0.00000,  4660.00000,     0.00000
  71,   1,   1,   632.29999,   633.40833,   632.29999,   632.29999,   633.03473,   632.48541,   709.86914,   636.00000,  1107.84888,  3279.55713,  3021.32080,     0.00000,  2500.00000,     0.00000,  1000.00000,     0.00000
  72,   1,   1,   633.40009,   632.52002,   632.07996,   632.07996,   632.19000,   633.59033,     0.00000,   636.00000,  1108.36841,  1230.69983,  1750.00000,     0.00000,  2500.00000,     0.00000,  3103.77954,     0.00000
  73,   1,   1,   631.19989,   631.85175,   629.21149,   628.10034,   628.98181,   632.66669,     0.00000,   636.00000,   996.00000,   569.00000,  1750.00000,     0.00000,  2500.00000,     0.00000,  2500.00000,     0.00000
  74,   1,   1,   632.29999,   631.41992,   632.29999,   632.29999,   630.20020,   632.61237,   253.00000,   636.00000,   996.00000,   882.83087,  1000.00000,     0.00000,  2500.00000,     0.00000,   789.61731,     0.00000
  75,   1,   1,   632.29999,   632.29999,   632.29999,   632.52002,   632.41003,   630.58594,   536.86163,   636.00000,  1011.91724,  1284.61145,  1000.00000,     0.00000,   416.92700,     0.00000,  1750.00000,     0.00000
  76,   1,   1,   632.29999,   633.40833,   632.29999,   636.49963,   635.61816,   630.69659,     0.00000,   636.00000,  1109.20886,  2481.75146,  1000.00000,     0.00000,   929.92102,     0.00000,  1366.58740,     0.00000
  77,   1,   1,   632.29999,   632.29999,   634.50842,   630.96887,   633.73425,   631.30511,     0.00000,   636.00000,  1109.73376,  2235.25293,   342.00000,     0.00000,   415.79510,     0.00000,   790.54150,     0.00000
  78,   1,   1,   632.29999,   631.19165,   630.09155,   629.21149,   628.98181,   632.90845,     0.00000,   636.00000,   996.00000,  1173.78479,  1000.00000,     0.00000,   415.66699,     0.00000,   791.27045,     0.00000
  79,   1,   1,   633.40009,   633.62836,   634.50842,   634.50842,   632.96826,   635.78180,     0.00000,   636.00000,  1110.34631,  2374.53320,  1750.00000,     0.00000,   414.07956,     0.00000,  1000.00000,     0.00000
  80,   1,   1,   631.19989,   632.96008,   630.09155,   630.09155,   631.19165,   630.25244,     0.00000,   636.00000,   996.00000,  1145.48938,  1000.00000,     0.00000,  2500.00000,     0.00000,   792.32916,     0.00000
  81,   1,   1,   632.29999,   631.41992,   634.50842,   632.52002,   632.41412,   632.08069,     0.00000,   636.00000,  1105.32959,  1252.73694,  1750.00000,     0.00000,  2500.00000,     0.00000,  2500.00000,     0.00000
  82,   1,   1,   632.29999,   632.29999,   630.09155,   634.28839,   632.29590,   630.97437,     0.00000,   636.00000,   996.00000,  1146.15125,  1000.00000,     0.00000,  2500.00000,     0.00000,   789.00006,     0.00000
  83,   1,   1,   632.29999,   632.29999,   633.40833,   632.07996,   633.18420,   631.80292,     0.00000,   636.00000,  1111.55688,  1687.09998,  1017.11951,     0.00000,   419.58911,     0.00000,  2067.99365,     0.00000
  84,   1,   1,   633.40009,   632.52002,   632.52002,   630.31158,   631.19580,   632.35498,     0.00000,   636.00000,  1112.09082,  1687.09998,  2761.49927,     0.00000,  2500.00000,     0.00000,  1286.87134,     0.00000
  85,   1,   1,   632.29999,   633.18011,   632.95184,   633.91937,   633.22382,   633.84564,     0.00000,  1611.87488,  1112.29944,  2912.40063,  2500.00000,     0.00000,  1000.00000,     0.00000,  1750.00000,     0.00000
  86,   1,   1,   632.29999,   632.29999,   630.31982,   632.30212,   633.11072,   632.19000,     0.00000,   703.68250,  1112.29944,  1327.59998,  1534.57202,     0.00000,  2500.00000,     0.00000,  2640.19360,     0.00000
  87,   1,   1,   631.19989,   632.07996,   632.29999,   630.67853,   630.38196,   631.10419,   710.53070,   636.00000,  1112.29944,  1687.09998,  1371.46912,     0.00000,   416.41644,     0.00000,   789.05493,     0.00000
  88,   1,   1,   632.29999,   630.31158,   634.50842,   632.29999,   631.48926,   633.16730,   710.48645,   719.03333,  1112.29944,  1687.09998,  2260.78491,     0.00000,  2500.00000,     0.00000,   788.96790,     0.00000
  89,   1,   1,   632.29999,   633.40833,   631.19989,   632.29999,   633.40833,   632.85199,   710.44220,  1222.15100,  1112.29944,  2212.66675,  1750.00000,     0.00000,   414.70218,     0.00000,  2500.00000,     0.00000
  90,   1,   1,   632.29999,   632.29999,   631.19165,   632.29999,   631.19165,   629.83002,   710.39795,   636.00000,  1112.29944,  1311.71338,  2500.00000,     0.00000,  2500.00000,     0.00000,   789.69470,     0.00000
  91,   1,   1,   632.29999,   632.29999,   634.72845,   633.91937,   633.10968,   632.44879,   710.35370,  2250.04541,  1112.29944,  3404.83301,  3991.50684,     0.00000,  3965.26074,     0.00000,  3724.68481,     0.00000
  92,   1,   1,   632.29999,   631.19165,   632.96008,   632.30212,   634.21906,   633.40564,     0.00000,  2248.94434,  1112.29944,  3880.91187,  3987.78760,     0.00000,  3967.36182,     0.00000,  4476.93311,     0.00000
  93,   1,   1,   632.29999,   633.40833,   631.41992,   633.10699,   632.70453,   631.04504,   710.36377,  2247.84424,  1112.29944,  2926.76343,  3985.53906,     0.00000,  3404.66602,     0.00000,  4431.62598,     0.00000
  94,   1,   1,   632.29999,   632.29999,   632.29999,   633.18011,   633.14355,   634.77002,   710.31952,  2246.74512,  1112.29944,  3402.84741,  3941.92505,     0.00000,  3235.89258,     0.00000,  4354.34473,     0.00000
  95,   1,   1,   632.29999,   631.19165,   632.29999,   632.29999,   632.74005,   633.46179,     0.00000,  2193.13232,  1112.29944,  3181.31836,  1000.00000,     0.00000,  3123.91333,     0.00000,  1713.36377,     0.00000
  96,   1,   1,   632.29999,   632.29999,   632.52002,   632.07996,   632.19000,   631.81842,   710.32965,   658.06555,  1112.29944,  2117.20776,   602.51605,     0.00000,  2286.16943,     0.00000,  1750.00000,     0.00000
  97,   1,   1,   632.29999,   633.40833,   633.18011,   629.21149,   630.64575,   634.04742,   710.28540,   636.00000,  1112.29944,  1256.99219,   342.00000,     0.00000,  2252.50537,     0.00000,  2500.00000,     0.00000
  98,   1,   1,   632.29999,   631.19165,   632.29999,   632.29999,   629.64740,   631.35944,     0.00000,   636.00000,   636.50000,  1630.17822,  2607.14673,     0.00000,   420.87845,     0.00000,  1000.00000,     0.00000
  99,   1,   1,   632.29999,   632.29999,   632.07996,   633.41113,   633.96387,   632.52344,   253.00000,   636.00000,   585.39838,  2240.23853,  1750.00000,     0.00000,   691.96661,     0.00000,  1000.00000,     0.00000
 100,   1,   1,   632.29999,   632.29999,   629.21149,   631.18890,   631.19165,   629.04095,   253.00000,   636.00000,   332.00000,  1133.96143,  1000.00000,     0.00000,   414.56693,     0.00000,  1000.00000,     0.00000
 101,   1,   1,   632.29999,   632.29999,   634.50842,   634.50842,   632.84869,   632.91125,   253.00000,   636.00000,   332.00000,  1687.09998,   423.41632,     0.00000,   698.06543,     0.00000,  1000.00000,     0.00000
 102,   1,   1,   632.29999,   632.29999,   632.29999,   630.09155,   632.29999,   631.47217,   253.00000,   636.00000,   464.94498,  1687.09998,   559.75659,     0.00000,   414.07956,     0.00000,  1000.00000,     0.00000
 103,   1,   1,   632.29999,   632.29999,   632.29999,   634.50842,   633.40833,   633.12579,   253.00000,   636.00000,   649.89893,  2130.43750,  1220.72559,     0.00000,   693.55042,     0.00000,  1000.00000,     0.00000
 104,   1,   1,   633.40009,   632.52002,   630.09155,   630.09155,   631.19165,   631.46875,   253.00000,   636.00000,   332.00000,   584.83551,  1000.00000,     0.00000,  2500.00000,     0.00000,  1000.00000,     0.00000
 105,   1,   1,   632.29999,   634.28839,   634.50842,   634.50842,   633.40833,   633.95978,   310.90567,   636.00000,   996.00000,  2054.32568,  1141.84534,     0.00000,   415.59604,     0.00000,  1000.00000,     0.00000
 106,   1,   1,   632.29999,   632.29999,   631.71381,   630.09155,   632.29999,   632.29999,   253.00000,   636.00000,   744.82947,  1489.77258,   960.21637,     0.00000,   414.07956,     0.00000,  1750.00000,     0.00000
 107,   1,   1,   631.19989,   632.07996,   630.67773,   633.40833,   631.74994,   632.29999,   253.00000,   636.00000,   332.00000,  1534.18164,   943.26630,     0.00000,  2500.00000,     0.00000,  1750.00000,     0.00000
 108,   1,   1,   632.29999,   631.41992,   632.29999,   632.52002,   631.85583,   631.74854,   253.00000,   636.00000,   332.00000,  1581.72009,   917.63678,     0.00000,  2500.00000,     0.00000,  1750.00000,     0.00000
 109,   1,   1,   632.29999,   632.29999,   633.40833,   632.95184,   633.84424,   633.13055,   302.58493,   636.00000,   996.00000,  1687.09998,   889.97614,     0.00000,  1750.00000,     0.00000,  1750.00000,     0.00000
 110,   1,   1,   633.40009,   632.52002,   631.19165,   630.31982,   631.63580,   631.80292,   253.00000,   636.00000,   996.00000,  1888.90894,   855.00018,     0.00000,  1750.00000,     0.00000,  1750.00000,     0.00000
 111,   1,   1,   631.19989,   632.96008,   632.29999,   632.29999,   630.20154,   631.74445,   253.00000,   636.00000,   996.00000,  1441.09106,   488.12918,     0.00000,  2500.00000,     0.00000,  1750.00000,     0.00000
 112,   1,   1,   632.29999,   630.31158,   632.29999,   634.50842,   633.40424,   633.84564,   710.53070,   636.00000,   996.00000,  2364.44775,  1045.06396,     0.00000,   426.76874,     0.00000,  1750.00000,     0.00000
 113,   1,   1,   632.29999,   632.29999,   632.29999,   631.19989,   633.96252,   630.91870,   464.26926,   636.00000,   996.00000,  2106.79565,  2313.49072,     0.00000,   424.32501,     0.00000,  1000.00000,     0.00000
 114,   1,   1,   632.29999,   632.29999,   632.29999,   631.19165,   630.08746,   630.69727,     0.00000,   636.00000,   686.47382,  1217.75110,  1959.26648,     0.00000,  2500.00000,     0.00000,  1000.00000,     0.00000
 115,   1,   1,   632.29999,   632.29999,   632.29999,   634.72845,   634.06842,   634.78900,  1277.39758,  1700.04395,  1099.75391,  3083.68311,  4140.00000,     0.00000,  2500.00000,     0.00000,  4296.75977,     0.00000
 116,   1,   1,   632.29999,   632.29999,   632.52002,   632.96008,   633.84424,   632.02496,  1277.39758,  1604.09998,   996.00000,  2521.11963,  4055.25635,     0.00000,  3769.92554,     0.00000,  3729.63110,     0.00000
 117,   1,   1,   632.29999,   632.29999,   635.38855,   631.41992,   631.08167,   632.07794,  1117.72290,  1746.41956,   996.00000,  3265.12573,  4044.75171,     0.00000,  3792.00659,     0.00000,  3454.39111,     0.00000
 118,   1,   1,   632.29999,   633.40833,   632.29999,   632.29999,   632.96826,   633.95636,  1117.72290,   981.22858,   996.00000,  3276.34595,  4038.86206,     0.00000,  3811.63330,     0.00000,  3708.28003,     0.00000
 119,   1,   1,   632.29999,   631.19165,   631.49408,   632.29999,   632.29999,   631.35736,   710.08319,   636.00000,   996.00000,  1355.99548,   982.59863,     0.00000,  2500.00000,     0.00000,  1000.00000,     0.00000
 120,   1,   1,   632.29999,   633.40833,   632.00580,   632.52002,   632.41003,   632.02496,     0.00000,   636.00000,   996.00000,  1687.09998,   962.67963,     0.00000,  1097.69592,     0.00000,  1750.00000,     0.00000
 121,   1,   1,   632.29999,   632.29999,   632.29999,   633.18011,   632.85004,   632.63416,   710.09338,   636.00000,   996.00000,  2065.53003,  3112.34839,     0.00000,  1794.55115,     0.00000,  1000.00000,     0.00000
 122,   1,   1,   632.29999,   631.19165,   632.52002,   632.29999,   631.63171,   633.46063,   710.04913,   636.00000,   996.00000,  2709.13232,  2500.00000,     0.00000,  2108.71191,     0.00000,  1000.00000,     0.00000
 123,   1,   1,   632.29999,   632.29999,   632.96008,   633.19110,   633.85388,   632.63000,   710.00494,   636.00000,   996.00000,  1583.39001,  2500.00000,     0.00000,   415.03873,     0.00000,  1750.00000,     0.00000
 124,   1,   1,   632.29999,   632.29999,   629.21149,   628.10034,   629.53741,   631.13525,     0.00000,   636.00000,   636.04492,  1229.33447,   342.00000,     0.00000,  2500.00000,     0.00000,  1750.00000,     0.00000
